"";"NUM_INSC_FISCAL";"NOME_PRESTADOR";"COD_ESPECIALIDADE";"NOME_ESPECIALIDADE";"DATA_INI_HAB";"COD_EDITAL"
"28";15153745000249;"HOSPITAL SANTA IZABEL";"3120";"MEDICINA NUCLEAR (CINTILOGRAFIA)";2000-11-01 01:00:00;"010/09.1"
"29";15153745000249;"HOSPITAL SANTA IZABEL";"1510";"NEFROLOGIA";2000-11-01 01:00:00;"010/09.1"
"30";15153745000249;"HOSPITAL SANTA IZABEL";"4900";"NEUROCIRURGIA";2000-11-01 01:00:00;"010/09.1"
"31";15153745000249;"HOSPITAL SANTA IZABEL";"1710";"NUTRICAO ENTERAL/PARENTERAL";2010-06-01 00:00:00;"010/09.1"
"32";15153745000249;"HOSPITAL SANTA IZABEL";"4500";"OBSTETRICIA";2010-06-01 00:00:00;"010/09.1"
"33";15153745000249;"HOSPITAL SANTA IZABEL";"5000";"OFTALMOLOGIA";2000-11-01 01:00:00;"010/09.1"
"34";15153745000249;"HOSPITAL SANTA IZABEL";"3010";"ONCOLOGIA";2006-01-01 01:00:00;"010/09.1"
"35";15153745000249;"HOSPITAL SANTA IZABEL";"5200";"ORTOPEDIA/TRAUMATOLOGIA";2000-11-01 01:00:00;"010/09.1"
"36";15153745000249;"HOSPITAL SANTA IZABEL";"5100";"OTORRINOLARINGOLOGIA";2000-11-01 01:00:00;"010/09.1"
"37";15153745000249;"HOSPITAL SANTA IZABEL";"4302";"PROCTOLOGIA";2000-11-01 01:00:00;"010/09.1"
"38";15153745000249;"HOSPITAL SANTA IZABEL";"3220";"RADIOLOGIA";2000-11-01 01:00:00;"010/09.1"
"39";15153745000249;"HOSPITAL SANTA IZABEL";"3520";"RADIOTERAPIA";2000-11-01 01:00:00;"010/09.1"
"40";15153745000249;"HOSPITAL SANTA IZABEL";"3620";"RESSONANCIA NUCLEAR MAGNETICA";2010-06-01 00:00:00;"010/09.1"
"41";15153745000249;"HOSPITAL SANTA IZABEL";"2902";"TISIOPNEUMOLOGIA";2010-06-01 00:00:00;"010/09.1"
"42";15153745000249;"HOSPITAL SANTA IZABEL";"3420";"TOMOGRAFIA COMPUTADORIZADA";2000-11-01 01:00:00;"010/09.1"
"43";15153745000249;"HOSPITAL SANTA IZABEL";"3320";"ULTRASSONOGRAFIA";2000-11-01 01:00:00;"010/09.1"
"44";15153745000249;"HOSPITAL SANTA IZABEL";"5600";"UROLOGIA";2000-11-01 01:00:00;"010/09.1"
