"";"ANO";"CLASSE";"VT";"VT.vp";"VA";"VA.vp";"VC";"VC.vp";"VI";"VI.vp";"QP";"QP.vp";"QA";"QA.vp";"QC";"QC.vp";"QI";"QI.vp";"VQ";"VQ.vp";"BA";"BA.vp";"CT";"CT.vp";"IT";"IT.vp"
"18";"2015";"Honorários-CIRURGIA  APARELHO DIGESTIVO (INCLUINDO PROCTOLOGIA), ANEXOS E PAREDE ABDOMINAL";24671,6875;0,124950698429417;126,845833333333;0,163385255048221;123,729166666667;0,156662641685824;123,729166666667;0,157907460987162;205,5;-0,0139944022391059;1,04833333333333;0,014516129032258;1,02083333333333;0,00740131578947355;1,02083333333333;0,0090609555189389;121,184940227989;0,149139135206603;195,333333333333;-0,0318050392399851;201,166666666667;-0,022276225192384;201,166666666667;-0,0234627831715194
"19";"2016";"Honorários-CIRURGIA  APARELHO DIGESTIVO (INCLUINDO PROCTOLOGIA), ANEXOS E PAREDE ABDOMINAL";25378,8641666667;0,0286634899484155;125,276666666667;-0,0123706599218159;123,135833333333;-0,00479542010440007;120,238333333333;-0,0282135039569004;234,666666666667;0,141930251419304;1,155;0,101748807631164;1,13333333333333;0,110204081632653;1,10833333333333;0,0857142857142861;109,340221952642;-0,097740843483218;202,833333333333;0,0383959044368601;206,333333333333;0,0256835128417531;211,5;0,0513670256835111
"20";"2017";"Honorários-CIRURGIA  APARELHO DIGESTIVO (INCLUINDO PROCTOLOGIA), ANEXOS E PAREDE ABDOMINAL";23321,185;-0,0810784577731146;120,03125;-0,0418706596067396;118,07125;-0,0411300528549069;117,085;-0,0262256906421941;214,375;-0,0864701704545467;1,10375;-0,0443722943722944;1,08625;-0,041544117647056;1,07625;-0,0289473684210498;109,183120074518;-0,00143681689426276;193,25;-0,0472473294987659;196,5;-0,0476575121163151;198,25;-0,0626477541371158
"21";"2014";"Honorários-CIRURGIA DA MÃO";159,925;NA;27,6675;NA;25,8108333333333;NA;21,2716666666667;NA;4,58333333333333;NA;0,794166666666667;NA;0,740833333333333;NA;0,638333333333333;NA;30,2996527777778;NA;5,66666666666667;NA;6,08333333333333;NA;7,08333333333333;NA
"22";"2015";"Honorários-CIRURGIA DA MÃO";179,64;0,123276535876192;39,5808333333333;0,430589440077105;38,5283333333333;0,492719465340781;32,8358333333333;0,54364177701167;4,16666666666667;-0,0909090909090897;0,858333333333333;0,080797481636935;0,8425;0,137232845894264;0,74;0,159268929503917;49,0295138888889;0,618154315116371;4,75;-0,161764705882353;4,83333333333333;-0,205479452054795;5,58333333333333;-0,211764705882353
"23";"2016";"Honorários-CIRURGIA DA MÃO";116,969090909091;-0,348869456083884;63,4845454545455;0,603921395992477;57,5754545454545;0,494366601517183;52,5527272727273;0,600468815249418;2,45454545454545;-0,410909090909092;1,01727272727273;0,185172109443958;0,926363636363636;0,0995414081467489;0,835454545454545;0,128992628992628;61,7539393939394;0,259525834457317;2,72727272727273;-0,425837320574162;2,81818181818182;-0,41692789968652;3;-0,462686567164179
"24";"2017";"Honorários-CIRURGIA DA MÃO";156,125;0,334754325151943;62,65375;-0,0130865779788931;62,65375;0,0882024379075689;56,28375;0,0709957964295593;2,5;0,0185185185185203;0,975;-0,0415549597855254;0,975;0,0525024533856727;0,875;0,0473340587595218;62,675;0,0149150097159792;2,75;0,00833333333333226;2,75;-0,0241935483870974;3;0
"25";"2014";"Honorários-CIRURGIA DE CABEÇA E PESCOÇO";260,136363636364;NA;67,0027272727273;NA;67,0027272727273;NA;43,9218181818182;NA;4,81818181818182;NA;1,33545454545455;NA;1,33545454545455;NA;0,850909090909091;NA;52,2405588351043;NA;4,36363636363636;NA;4,36363636363636;NA;5,81818181818182;NA
"26";"2015";"Honorários-CIRURGIA DE CABEÇA E PESCOÇO";188,754545454545;-0,274401537655079;62,5754545454545;-0,0660760077608792;62,5754545454545;-0,0660760077608792;60,4018181818182;0,375212153827048;3,18181818181818;-0,339622641509435;1,10454545454545;-0,172906739278427;1,10454545454545;-0,172906739278427;1,06818181818182;0,255341880341882;53,8613275613276;0,0310251031452248;2,63636363636364;-0,395833333333332;2,63636363636364;-0,395833333333332;2,81818181818182;-0,515625
"27";"2016";"Honorários-CIRURGIA DE CABEÇA E PESCOÇO";288,972727272727;0,530944468525745;82,5563636363636;0,31930905234408;82,5563636363636;0,31930905234408;71,3981818181818;0,182053520363625;4,81818181818182;0,514285714285716;1,36363636363636;0,23456790123457;1,36363636363636;0,23456790123457;1,17727272727273;0,102127659574469;60,5626033057851;0,124417203360376;3,54545454545455;0,344827586206896;3,54545454545455;0,344827586206896;4,09090909090909;0,451612903225805
"28";"2017";"Honorários-CIRURGIA DE CABEÇA E PESCOÇO";1186,03857142857;3,10432701598587;394,722857142857;3,78125294957872;392,888571428571;3,75903436298538;387,457142857143;4,42670881793345;3,28571428571429;-0,318059299191374;1,12428571428571;-0,175523809523811;1,09571428571429;-0,196476190476185;0,952857142857143;-0,190623276337564;390,552857142857;5,44874618699805;3;-0,153846153846155;3,14285714285714;-0,113553113553115;3,42857142857143;-0,161904761904761
"29";"2014";"Honorários-CIRURGIA ENDOCRINOLOGICA";66;NA;44;NA;44;NA;44;NA;1,5;NA;1;NA;1;NA;1;NA;44;NA;1,5;NA;1,5;NA;1,5;NA
"30";"2015";"Honorários-CIRURGIA ENDOCRINOLOGICA";61,475;-0,068560606060606;61,475;0,397159090909091;61,475;0,397159090909091;61,475;0,397159090909091;1;-0,333333333333333;1;0;1;0;1;0;61,475;0,397159090909091;1;-0,333333333333333;1;-0,333333333333333;1;-0,333333333333333
"31";"2014";"Honorários-CIRURGIA PEDIÁTRICA";194,15;NA;98,15;NA;98,15;NA;81,4925;NA;1,75;NA;1,045;NA;1,045;NA;0,7925;NA;105,325;NA;3,75;NA;3,75;NA;4,25;NA
"32";"2015";"Honorários-CIRURGIA PEDIÁTRICA";180,098;-0,072377028071079;180,098;0,83492613346918;180,098;0,83492613346918;180,098;1,20999478479615;1,2;-0,314285714285714;1,2;0,148325358851675;1,2;0,148325358851675;1,2;0,514195583596215;138,498;0,314958461903631;1;-0,733333333333333;1;-0,733333333333333;1;-0,764705882352941
"33";"2016";"Honorários-CIRURGIA PEDIÁTRICA";221,384;0,229241857211074;145,532;-0,191928838743351;130,648;-0,27457273262335;103,608;-0,424713211695855;2;0,666666666666667;1,3;0,0833333333333334;1,2;0;1;-0,166666666666667;103,608;-0,251916995191266;1,6;0,6;1,8;0,8;2;1
"34";"2017";"Honorários-CIRURGIA PEDIÁTRICA";177,76;-0,197051277418422;177,76;0,221449578099662;177,76;0,360602535056028;177,76;0,715697629526677;1;-0,5;1;-0,230769230769231;1;-0,166666666666667;1;0;177,76;0,715697629526677;1;-0,375;1;-0,444444444444444;1;-0,5
"35";"2014";"Honorários-CIRURGIA PLÁSTICA REPARADORA";4092,09166666667;NA;98,495;NA;96,7358333333333;NA;71,3333333333333;NA;53,25;NA;1,295;NA;1,27;NA;0,935833333333333;NA;76,7161025499721;NA;41,5833333333333;NA;42,3333333333333;NA;57,3333333333333;NA
"36";"2015";"Honorários-CIRURGIA PLÁSTICA REPARADORA";5886,0275;0,438390920698664;115,323333333333;0,170854696515894;114,165;0,180172807387818;80,2908333333333;0,125572429906542;73,75;0,384976525821596;1,43916666666667;0,111325611325614;1,42583333333333;0,122703412073488;1,00583333333333;0,0747996438112168;79,9253444571811;0,0418327026600253;51,75;0,244488977955913;52,25;0,234251968503938;73,5833333333333;0,28343023255814
"37";"2016";"Honorários-CIRURGIA PLÁSTICA REPARADORA";4649,6625;-0,210050836493713;91,5458333333333;-0,206181171777898;89,9858333333333;-0,211791413013329;69,3191666666667;-0,136649057073762;66,3333333333333;-0,100564971751413;1,32666666666667;-0,078170237405906;1,3025;-0,0864991233196939;1,00083333333333;-0,00497100248550137;69,3068136333786;-0,132855615398583;49,6666666666667;-0,0402576489533005;50,5833333333333;-0,0318979266347694;65,75;-0,106455266138165
"38";"2017";"Honorários-CIRURGIA PLÁSTICA REPARADORA";4251,63375;-0,0856037938237453;100,405;0,0967730189795643;97,8525;0,0874211681468384;80,0625;0,154983590397076;53,125;-0,199120603015075;1,26625;-0,0455402010050274;1,23375;-0,0527831094049905;1,0075;0,00666111573688943;79,4694588553281;0,146632700151362;41,75;-0,159395973154363;42,75;-0,15485996705107;52,625;-0,199619771863118
"39";"2014";"Honorários-CIRURGIA TORÁCICA";33;NA;33;NA;33;NA;33;NA;1;NA;1;NA;1;NA;1;NA;33;NA;1;NA;1;NA;1;NA
"40";"2015";"Honorários-CIRURGIA TORÁCICA";43,5;0,318181818181818;26,625;-0,193181818181818;26,625;-0,193181818181818;25;-0,242424242424242;1;0;0,625;-0,375;0,625;-0,375;0,5825;-0,4175;43,5;0,318181818181818;1,75;0,75;1,75;0,75;2;1
"41";"2016";"Honorários-CIRURGIA TORÁCICA";118,3;1,71954022988506;52,435;0,969389671361502;52,435;0,969389671361502;44,2;0,768;2;1;1;0,6;1;0,6;0,875;0,502145922746781;52,4333333333333;0,205363984674329;2;0,142857142857143;2;0,142857142857143;2,5;0,25
"42";"2017";"Honorários-CIRURGIA TORÁCICA";52;-0,56043956043956;52;-0,00829598550586445;52;-0,00829598550586445;52;0,176470588235294;1;-0,5;1;0;1;0;1;0,142857142857143;52;-0,00826446280991676;1;-0,5;1;-0,5;1;-0,6
"43";"2014";"Honorários-CLINICA MEDICA";1510,36666666667;NA;8,59333333333333;NA;7,40333333333333;NA;7,40333333333333;NA;191,75;NA;1,0875;NA;0,9375;NA;0,9375;NA;7,9001944654645;NA;176,416666666667;NA;204,916666666667;NA;204,916666666667;NA
"44";"2015";"Honorários-CLINICA MEDICA";1664,0025;0,101720884553417;9,9075;0,152928626842514;9,0025;0,216006303466907;9,0025;0,216006303466907;181,416666666667;-0,0538896132116454;1,08;-0,00689655172413778;0,980833333333333;0,0462222222222219;0,980833333333333;0,0462222222222219;9,16727982147006;0,160386603335474;167,666666666667;-0,0495984884270193;184,833333333333;-0,0980073200488034;184,833333333333;-0,0980073200488034
"45";"2016";"Honorários-CLINICA MEDICA";1773,03416666667;0,0655237396979091;10,125;0,0219530658591975;8,88166666666667;-0,0134221975377206;8,87833333333333;-0,0137924650560032;190,333333333333;0,0491502067064731;1,08666666666667;0,00617283950617586;0,954166666666667;-0,0271877655055218;0,954166666666667;-0,0271877655055218;9,309608699476;0,0155257481802399;172,583333333333;0,029324055666;199,25;0,0779981965734916;199,333333333333;0,0784490532010822
"46";"2017";"Honorários-CLINICA MEDICA";1612,05;-0,0907958626478826;10,0325;-0,00913580246913574;8,68;-0,0227059485832242;8,6725;-0,023183780739628;166,125;-0,127189141856391;1,035;-0,0475460122699416;0,895;-0,0620087336244545;0,89375;-0,0633187772925767;9,69409069960765;0,0412994801976253;160,5;-0,0700144857556718;191,125;-0,0407779171894605;191,25;-0,0405518394648813
"47";"2014";"Honorários-CONSULTAS";17119,8833333333;NA;158,875;NA;28,3208333333333;NA;28,3066666666667;NA;615,583333333333;NA;5,70916666666667;NA;1,01333333333333;NA;1,0125;NA;27,8949261092022;NA;107,25;NA;608,833333333333;NA;609,083333333333;NA
"48";"2015";"Honorários-CONSULTAS";28527,3441666667;0,666328187594742;222,615833333333;0,401201153947021;39,6708333333333;0,400765043401501;39,6666666666667;0,40131888836552;837,416666666667;0,360362799512659;6,54;0,145526200554663;1,16416666666667;0,148848684210533;1,16416666666667;0,149794238683131;34,0517007197081;0,220713063960218;128,333333333333;0,196581196581193;717,916666666667;0,179167807281687;718;0,178820632097415
"49";"2016";"Honorários-CONSULTAS";21876,1033333333;-0,233153173827698;168,078333333333;-0,244984820636448;42,3775;0,0682281272975536;42,3775;0,0683403361344528;614,916666666667;-0,265698079410887;4,68333333333333;-0,283893985728849;1,16083333333333;-0,00286327845383522;1,16083333333333;-0,00286327845383522;36,4994542803735;0,071883445141661;126,25;-0,0162337662337637;533;-0,257573998839234;533;-0,257660167130919
"50";"2017";"Honorários-CONSULTAS";28892,07;0,320713728572321;161,27;-0,0405069065019267;39,5;-0,0679015987257388;39,5;-0,0679015987257388;786,5;0,279035099606992;4,42375;-0,0554270462633445;1,08125;-0,0685570710696312;1,08125;-0,0685570710696312;36,5359706785413;0,00100046422303453;174,25;0,38019801980198;733,625;0,37640712945591;733,625;0,37640712945591
"51";"2014";"Honorários-DERMATOLOGIA CLÍNICO - CIRÚRGICA";206519,166666667;NA;95,9983333333333;NA;80,8458333333333;NA;53,03;NA;7570,66666666667;NA;3,51333333333333;NA;2,95916666666667;NA;1,94083333333333;NA;27,3635364857892;NA;2145,41666666667;NA;2548,75;NA;3889,41666666667;NA
"52";"2015";"Honorários-DERMATOLOGIA CLÍNICO - CIRÚRGICA";249218,356666667;0,206756548020159;108,750833333333;0,132840847931385;91,0741666666667;0,126516518064218;59,1325;0,115076371864982;8154,33333333333;0,0770958083832327;3,54916666666667;0,0101992409867191;2,97083333333333;0,00394255139397129;1,93;-0,00558179476169867;30,6975390076989;0,121841068446732;2284,91666666667;0,0650223344338706;2734;0,0726826875919568;4206,91666666667;0,0816317785443402
"53";"2016";"Honorários-DERMATOLOGIA CLÍNICO - CIRÚRGICA";251115,619166667;0,00761285214049299;117,534166666667;0,0807656646309287;97,845;0,0743441700445604;67,3725;0,139348074240054;7707,75;-0,0547663818828431;3,51333333333333;-0,010096266729281;2,92833333333333;-0,0143057503506311;2,00083333333333;0,036701208981;33,5560391295179;0,0931182177536151;2151,75;-0,0582807542215267;2547,25;-0,068306510607169;3892,41666666667;-0,0747578392726263
"54";"2017";"Honorários-DERMATOLOGIA CLÍNICO - CIRÚRGICA";19102,35;-0,923930060330809;106,7925;-0,0913918647769114;76,575;-0,217384638969799;73,965;0,0978514972726261;434,375;-0,943644383899322;2,5625;-0,270635673624288;1,79;-0,388730791121229;1,73125;-0,134735526863805;41,4224274407003;0,234425412392092;166,375;-0,922679214592773;232,875;-0,908577878103837;240,75;-0,938148964867584
"55";"2014";"Honorários-ELETROENCEFALOGRAFIA  E NEUROFISIOLOGIA CLÍNICA";187239,7375;NA;133,43;NA;127,240833333333;NA;106,878333333333;NA;2250,83333333333;NA;1,6025;NA;1,5275;NA;1,28333333333333;NA;83,3014486079819;NA;1401,91666666667;NA;1470,33333333333;NA;1754;NA
"56";"2015";"Honorários-ELETROENCEFALOGRAFIA  E NEUROFISIOLOGIA CLÍNICA";241044,083333333;0,287355379534929;165,428333333333;0,239813635114539;158,79;0,247948444223228;132,194166666667;0,236865906716367;2407,33333333333;0,0695298037763792;1,65333333333333;0,0317212688507519;1,58583333333333;0,0381887615930147;1,32083333333333;0,0292207792207792;100,206607299823;0,202939552364774;1457,41666666667;0,0395886583843547;1518,33333333333;0,0326456585808207;1823,25;0,0394811858608894
"57";"2016";"Honorários-ELETROENCEFALOGRAFIA  E NEUROFISIOLOGIA CLÍNICA";242700,044166667;0,00686995013706283;169,620833333333;0,0253433007243822;161,530833333333;0,0172607427;136,224166666667;0,0304854601501578;2373,08333333333;-0,0142273608418721;1,66166666666667;0,00504032258064918;1,58333333333333;-0,00157645822385718;1,335;0,0107255520504757;102,107167361462;0,0189664146192719;1429,91666666667;-0,018869003373549;1501,5;-0,0110867178924238;1779,33333333333;-0,0240870240870259
"58";"2017";"Honorários-ELETROENCEFALOGRAFIA  E NEUROFISIOLOGIA CLÍNICA";250321,55;0,0314029849458912;170,00625;0,0022722248151534;163,045;0,00937385535269529;137,72625;0,0110265554936996;2495,875;0,0517435123081801;1,69625;0,0208124373119338;1,62875;0,028684210526318;1,37375;0,0290262172284645;100,280987601422;-0,0178849321475669;1472,5;0,0297802902267008;1535,375;0,0225607725607726;1817,75;0,0215904833270907
"59";"2014";"Honorários-ENDOSCOPIA DIGESTIVA";25117,3216666667;NA;60,2183333333333;NA;59,275;NA;58,29;NA;410,333333333333;NA;0,985833333333333;NA;0,97;NA;0,955;NA;61,1132527212986;NA;416,666666666667;NA;423,333333333333;NA;430,5;NA
"60";"2015";"Honorários-ENDOSCOPIA DIGESTIVA";39806,2658333333;0,584813315750953;88,54;0,470316348841716;85,0966666666667;0,435624912132715;83,7741666666667;0,437196202893579;457,75;0,115556458164095;1,01583333333333;0,0304311073541813;0,978333333333333;0,00859106529209596;0,960833333333333;0,00610820244328065;86,9048927617269;0,422030228992208;450,833333333333;0,0819999999999982;468,833333333333;0,10748031496063;476,083333333333;0,105884630274873
"61";"2016";"Honorários-ENDOSCOPIA DIGESTIVA";61170,3916666667;0,536702586542125;115,21;0,301219787666591;109,905833333333;0,29154099259665;108,413333333333;0,294114136219395;552;0,205898416166029;1,04666666666667;0,0303527481542314;1,00083333333333;0,022998296422484;0,986666666666667;0,0268863833477891;109,793071757434;0,263370430229529;525,833333333333;0,166358595194085;551,5;0,176324209029507;558,833333333333;0,173814108174339
"62";"2017";"Honorários-ENDOSCOPIA DIGESTIVA";73754,07875;0,205715326328219;138,4925;0,202087492405173;128,6775;0,170797728358371;126,8225;0,169805374492686;573,25;0,0384963768115942;1,0825;0,0342356687898057;1,0075;0,00666111573688943;0,9925;0,00591216216216185;127,613872058457;0,16231261240595;530;0,00792393026941421;568,375;0,0305983680870354;576,625;0,0318371607515663
"63";"2014";"Honorários-ENDOSCOPIA PERORAL";13765,2666666667;NA;79,4791666666667;NA;79,0691666666667;NA;79,0691666666667;NA;160,166666666667;NA;0,9275;NA;0,9225;NA;0,9225;NA;85,7668528773064;NA;172,583333333333;NA;173,5;NA;173,5;NA
"64";"2015";"Honorários-ENDOSCOPIA PERORAL";18721,3333333333;0,360041457000464;97,6691666666667;0,22886500655308;97,2183333333333;0,229535322449753;97,2183333333333;0,229535322449753;189,333333333333;0,182101977107176;0,988333333333333;0,0655884995507633;0,985;0,0677506775067751;0,985;0,0677506775067751;98,6849050118151;0,150618236546333;191,583333333333;0,110091743119266;192,583333333333;0,109990393852063;192,583333333333;0,109990393852063
"65";"2016";"Honorários-ENDOSCOPIA PERORAL";19981,0833333333;0,0672895449042092;102,968333333333;0,0542562903679903;101,789166666667;0,0470161663609439;101,789166666667;0,0470161663609439;194,166666666667;0,0255281690140881;1,0025;0,0143338954468806;0,988333333333333;0,00338409475465276;0,988333333333333;0,00338409475465276;102,873472574145;0,0424438526016559;194;0,0126141800782967;196,25;0,0190393768931216;196,25;0,0190393768931216
"66";"2017";"Honorários-ENDOSCOPIA PERORAL";20870,9;0,0445329540857413;103,8925;0,00897525129085312;102,61625;0,00812545539390725;102,61625;0,00812545539390725;201,875;0,0396995708154489;1,005;0,00249376558603486;0,9925;0,00421585160202404;0,9925;0,00421585160202404;103,432404463166;0,0054331974515408;200,5;0,0335051546391753;203,375;0,0363057324840764;203,375;0,0363057324840764
"67";"2016";"Honorários-GENÉTICA";4500;NA;4500;NA;4500;NA;4500;NA;0;NA;0;NA;0;NA;0;NA;4500;NA;1;NA;1;NA;1;NA
"68";"2017";"Honorários-GENÉTICA";4000;-0,111111111111111;2666,665;-0,407407777777778;2666,665;-0,407407777777778;2666,665;-0,407407777777778;0;NA;0;NA;0;NA;0;NA;4000;-0,111111111111111;2;1;2;1;2;1
"69";"2014";"Honorários-GINECOLOGIA E OBSTETRÍCIA";246787,238333333;NA;39,185;NA;38,3416666666667;NA;29,2891666666667;NA;8290,08333333333;NA;1,31416666666667;NA;1,28666666666667;NA;0,983333333333333;NA;29,8088252827438;NA;6297,41666666667;NA;6436,33333333333;NA;8426,58333333333;NA
"70";"2015";"Honorários-GINECOLOGIA E OBSTETRÍCIA";288742,735833333;0,170006754738797;44,2816666666667;0,130066777253201;42,9425;0,119995653118886;33,4875;0,143340825675021;8059,91666666667;-0,0277640956564563;1,23666666666667;-0,0589727330374128;1,19833333333333;-0,0686528497409377;0,935;-0,0491525423728809;35,98923001432;0,207334729663232;6526,41666666667;0,0363641175614339;6729,41666666667;0,0455357605261805;8666,5;0,0284714049782933
"71";"2016";"Honorários-GINECOLOGIA E OBSTETRÍCIA";294174,570833333;0,0188120230430156;44,1166666666667;-0,00372614701343669;42,8825;-0,00139721720905868;36,6833333333333;0,0954336195097665;7902,08333333333;-0,0195825018869102;1,185;-0,0417789757412424;1,1525;-0,0382475660639749;0,984166666666667;0,0525846702317293;37,2544935399666;0,0351567267525079;6662,41666666667;0,0208383875786866;6853,83333333333;0,0184884772082762;8031,25;-0,0732994865285871
"72";"2017";"Honorários-GINECOLOGIA E OBSTETRÍCIA";298039,69125;0,0131388665094944;46,16375;0,0464015867019259;45,50625;0,0611846324258148;38,99125;0,0629145842798737;7612,375;-0,0366622726074344;1,18;-0,00421940928270052;1,1625;0,0086767895878525;0,9975;0,0135478408128702;39,1135381654758;0,0499012185876267;6449,125;-0,0320141590263798;6542,125;-0,0454794154122993;7634,75;-0,0493696498054475
