"";"CD_PROGRAMA_IES";"ID_PROJETO";"DFPP";"QMP";"DFCP"
"3017";"15006018005P6";331949;1;1;1
"3018";"15006018005P6";331993;1;1;1
"3019";"15006018005P6";332752;2;2;1
"3020";"15006018006P2";273035;1;1;1
"3021";"15006018006P2";273097;1;1;1
"3022";"15006018006P2";320001;1;1;1
"3023";"15006018006P2";334953;2;2;1
"3024";"15006018006P2";336157;1;1;1
"3025";"15006018006P2";357207;2;2;1
"3026";"15006018006P2";357215;1;1;1
"3027";"15006018006P2";357216;1;1;1
"3028";"15006018006P2";357228;1;1;1
"3029";"15006018006P2";359998;1;1;1
"3030";"15006018006P2";360269;1;1;1
"3031";"15006018006P2";364358;2;3;0,666666666666667
"3032";"15006018006P2";364364;2;2;1
"3033";"15006018006P2";367806;1;1;1
"3034";"15006018006P2";394057;1;1;1
"3035";"15006018006P2";400300;3;3;1
"3036";"15006018006P2";400301;1;1;1
"3037";"15006018006P2";404696;1;1;1
"3038";"15006018006P2";404714;1;1;1
"3039";"15006018006P2";404887;1;1;1
"3040";"15006018006P2";404888;1;1;1
"3041";"15006018006P2";404892;1;1;1
"3042";"15006018006P2";404897;1;1;1
"3043";"15006018006P2";404930;2;2;1
"3044";"15006018006P2";404937;1;1;1
"3045";"15006018006P2";404956;2;2;1
"3046";"15006018006P2";405114;1;1;1
"3047";"15006018006P2";405233;1;1;1
"3048";"15006018006P2";422838;1;1;1
"3049";"15006018007P9";338199;1;1;1
"3050";"15006018007P9";338204;1;2;0,5
"3051";"15006018007P9";338232;1;1;1
"3052";"15006018007P9";338240;1;2;0,5
"3053";"15006018007P9";342951;1;1;1
"3054";"15006018007P9";387018;1;1;1
"3055";"15006018007P9";387028;1;1;1
"3056";"15006018007P9";387029;1;1;1
"3057";"15006018007P9";387057;1;3;0,333333333333333
"3058";"15006018007P9";387063;1;1;1
"3059";"15006018007P9";387135;1;2;0,5
"3060";"15006018007P9";387190;1;1;1
"3061";"15006018007P9";387196;1;1;1
"3062";"15006018007P9";387209;1;2;0,5
"3063";"15006018007P9";387224;1;2;0,5
"3064";"15006018007P9";387236;1;2;0,5
"3065";"15006018007P9";417250;1;1;1
"3066";"15006018007P9";417329;1;1;1
"3067";"15006018007P9";417375;1;1;1
"3068";"15006018007P9";417528;1;1;1
"3069";"15006018007P9";419055;2;2;1
"3070";"15006018008P5";381895;1;1;1
"3071";"15010015001P4";302192;1;2;0,5
"3072";"15010015001P4";302195;1;2;0,5
"3073";"15010015001P4";302213;1;1;1
"3074";"15010015001P4";302214;1;1;1
"3075";"15010015001P4";302308;1;2;0,5
"3076";"15010015001P4";312297;1;1;1
"3077";"15010015002P0";336443;2;2;1
"3078";"15010015002P0";336490;1;1;1
"3079";"15010015002P0";336492;1;1;1
"3080";"15010015002P0";338522;2;2;1
"3081";"15010015002P0";338615;1;1;1
"3082";"15010015002P0";338619;1;1;1
"3083";"15010015002P0";338663;3;4;0,75
"3084";"15010015002P0";338693;1;2;0,5
"3085";"15010015002P0";338700;1;1;1
"3086";"15010015002P0";338715;1;1;1
"3087";"15010015002P0";338721;1;1;1
"3088";"15010015002P0";338723;1;1;1
"3089";"15010015002P0";338744;1;1;1
"3090";"15010015002P0";338818;1;1;1
"3091";"15010015002P0";339080;2;2;1
"3092";"15010015002P0";339081;1;1;1
"3093";"15010015002P0";339082;1;1;1
"3094";"15010015002P0";339083;2;2;1
"3095";"15010015002P0";339086;1;1;1
"3096";"15010015002P0";339100;2;2;1
"3097";"15010015002P0";359437;2;2;1
"3098";"15010015002P0";83891;1;1;1
"3099";"15010015003P7";292406;1;1;1
"3100";"15010015003P7";318445;3;3;1
"3101";"15010015003P7";339269;1;1;1
"3102";"15010015003P7";372516;2;2;1
"3103";"15010015003P7";372519;1;1;1
"3104";"15010015003P7";372523;1;1;1
"3105";"15010015003P7";372528;1;1;1
"3106";"15010015003P7";372534;1;1;1
"3107";"15010015003P7";372551;2;3;0,666666666666667
"3108";"15010015003P7";372569;2;2;1
"3109";"15010015003P7";372601;1;1;1
"3110";"15010015003P7";372602;1;1;1
"3111";"15010015003P7";372613;1;1;1
"3112";"15010015003P7";375182;2;3;0,666666666666667
"3113";"15010015003P7";375217;2;2;1
"3114";"15010015003P7";375251;2;2;1
"3115";"15010015003P7";375272;1;1;1
"3116";"15010015003P7";375278;1;1;1
"3117";"15010015003P7";375286;1;1;1
"3118";"15010015003P7";375288;1;1;1
"3119";"15010015003P7";375294;1;1;1
"3120";"15010015003P7";375295;1;1;1
"3121";"15010015003P7";375317;1;1;1
"3122";"15010015003P7";375333;1;1;1
"3123";"15010015003P7";375337;1;1;1
"3124";"15010015003P7";405885;2;2;1
"3125";"15010015003P7";405993;2;2;1
"3126";"15010015004P3";295008;1;1;1
"3127";"15010015004P3";295199;1;1;1
"3128";"15010015004P3";296627;1;1;1
"3129";"15010015004P3";297521;1;2;0,5
"3130";"15010015004P3";421870;1;1;1
"3131";"15010015005P0";312793;1;1;1
"3132";"15010015005P0";335613;1;2;0,5
"3133";"15010015005P0";336968;5;5;1
"3134";"15010015005P0";338105;1;2;0,5
"3135";"15010015005P0";338153;1;1;1
"3136";"15010015005P0";338183;2;2;1
"3137";"15010015005P0";338188;2;3;0,666666666666667
"3138";"15010015005P0";338226;1;1;1
"3139";"15010015005P0";338249;1;1;1
"3140";"15010015005P0";338253;1;1;1
"3141";"15010015005P0";338261;2;2;1
"3142";"15010015005P0";338286;1;1;1
"3143";"15010015005P0";338303;1;1;1
"3144";"15010015005P0";338337;1;1;1
"3145";"15010015005P0";338338;1;1;1
"3146";"15010015005P0";338341;1;1;1
"3147";"15010015005P0";382808;6;6;1
"3148";"15010015071P2";425189;1;1;1
"3149";"15010015071P2";425200;1;1;1
"3150";"15010015071P2";425214;1;1;1
"3151";"15010015071P2";425217;1;1;1
"3152";"15010015071P2";425218;1;1;1
"3153";"15012018001P7";263216;4;7;0,571428571428571
"3154";"15012018001P7";263386;1;1;1
"3155";"15012018001P7";265960;4;5;0,8
"3156";"15012018001P7";266034;4;5;0,8
"3157";"15012018001P7";285515;1;1;1
"3158";"15012018001P7";311426;1;1;1
"3159";"15012018001P7";311478;3;4;0,75
"3160";"15012018001P7";312961;1;1;1
"3161";"15012018001P7";312969;3;3;1
"3162";"15012018001P7";313051;4;7;0,571428571428571
"3163";"15012018001P7";313086;1;1;1
"3164";"15012018001P7";313113;1;1;1
"3165";"15012018001P7";313117;1;1;1
"3166";"15012018001P7";313123;1;1;1
"3167";"15012018001P7";349783;2;2;1
"3168";"15012018001P7";350575;2;2;1
"3169";"15012018001P7";405484;2;2;1
"3170";"15012018001P7";405489;1;1;1
"3171";"15012018001P7";405520;4;7;0,571428571428571
"3172";"15012018001P7";405539;1;1;1
"3173";"15013014001P3";345440;2;5;0,4
"3174";"15013014001P3";347361;2;2;1
"3175";"15013014002P0";342768;1;1;1
"3176";"15013014002P0";342769;1;1;1
"3177";"15013014002P0";342770;1;1;1
"3178";"15013014002P0";342989;2;2;1
"3179";"15013014002P0";342992;1;1;1
"3180";"15013014002P0";359665;2;2;1
"3181";"15013014002P0";360182;2;2;1
"3182";"15013014002P0";360227;1;1;1
"3183";"15013014002P0";360723;1;1;1
"3184";"15013014002P0";360748;1;1;1
"3185";"15013014002P0";360752;1;1;1
"3186";"15013014002P0";360759;1;1;1
"3187";"15013014002P0";360780;1;1;1
"3188";"15013014002P0";361353;1;1;1
"3189";"15013014003P6";413416;2;3;0,666666666666667
"3190";"15013014003P6";413419;2;3;0,666666666666667
"3191";"15013014003P6";413745;2;2;1
"3192";"15013014003P6";414040;1;1;1
"3193";"15013014003P6";414059;1;1;1
"3194";"15013014003P6";414249;2;2;1
"3195";"15013014003P6";414289;1;1;1
"3196";"15013014003P6";414322;3;3;1
"3197";"15013014003P6";414325;2;2;1
"3198";"15013014003P6";414536;1;1;1
"3199";"15013014003P6";414558;2;2;1
"3200";"15013014003P6";414618;3;3;1
"3201";"15013014003P6";414620;3;3;1
"3202";"15013014003P6";414646;1;1;1
"3203";"15013014003P6";414949;1;1;1
"3204";"15013014003P6";415009;1;1;1
"3205";"15013014003P6";415011;2;2;1
"3206";"15013014003P6";417229;1;1;1
"3207";"15013014003P6";417512;1;1;1
"3208";"15013014003P6";417532;2;3;0,666666666666667
"3209";"15013014003P6";418339;2;2;1
"3210";"15013014003P6";418360;2;2;1
"3211";"15013014003P6";418367;2;2;1
"3212";"15013014003P6";418381;2;2;1
"3213";"15013014003P6";418392;1;1;1
"3214";"15013014003P6";418772;1;1;1
"3215";"15013014003P6";418792;1;1;1
"3216";"15013014003P6";423208;1;1;1
"3217";"15021017001P2";250155;1;1;1
"3218";"15024016001P1";296725;5;5;1
"3219";"15024016001P1";296785;6;7;0,857142857142857
"3220";"15024016001P1";296967;2;2;1
"3221";"15024016001P1";296973;2;2;1
"3222";"15024016001P1";297009;1;1;1
"3223";"15024016001P1";297979;2;2;1
"3224";"15024016001P1";299819;2;3;0,666666666666667
"3225";"15024016001P1";384086;3;4;0,75
"3226";"15024016001P1";384087;1;1;1
"3227";"15024016001P1";384100;4;4;1
"3228";"15024016001P1";406044;5;5;1
"3229";"15024016001P1";406049;2;2;1
"3230";"15024016001P1";406055;2;2;1
"3231";"15024016001P1";406056;5;5;1
"3232";"15024016001P1";406058;4;4;1
"3233";"15025012001P8";300446;1;1;1
"3234";"15025012001P8";300453;2;2;1
"3235";"15025012001P8";300454;1;1;1
"3236";"15025012001P8";300455;2;2;1
"3237";"15025012001P8";300456;1;1;1
"3238";"15025012001P8";300460;1;1;1
"3239";"15025012001P8";300463;1;1;1
"3240";"15025012001P8";300465;1;1;1
"3241";"15025012001P8";300472;1;1;1
"3242";"15025012001P8";300473;1;1;1
"3243";"15025012001P8";300474;1;1;1
"3244";"15025012001P8";305415;1;1;1
"3245";"15025012001P8";307784;1;1;1
"3246";"15025012001P8";355385;1;1;1
"3247";"15025012001P8";355386;2;2;1
"3248";"15025012001P8";355403;2;2;1
"3249";"15025012001P8";355404;1;1;1
"3250";"15025012001P8";355483;1;1;1
"3251";"15025012001P8";355484;1;1;1
"3252";"15025012001P8";355501;1;1;1
"3253";"15025012001P8";397227;1;1;1
"3254";"15025012001P8";397835;2;2;1
"3255";"15025012001P8";397847;2;2;1
"3256";"15025012001P8";397923;1;1;1
"3257";"15025012001P8";397943;1;1;1
"3258";"15025012001P8";397958;1;1;1
"3259";"15025012001P8";397982;1;1;1
"3260";"15025012001P8";397986;1;1;1
"3261";"15025012001P8";397994;1;1;1
"3262";"15025012001P8";398106;1;1;1
"3263";"15025012001P8";398182;2;2;1
"3264";"15025012001P8";424640;1;1;1
"3265";"15025012001P8";424652;1;1;1
"3266";"15027007039P2";370414;1;1;1
"3267";"15027007039P2";370966;1;1;1
"3268";"15027007039P2";371097;1;1;1
"3269";"15027007039P2";371223;1;1;1
"3270";"15027007039P2";371232;1;1;1
"3271";"15027007039P2";373424;1;1;1
"3272";"15027007039P2";373453;1;1;1
"3273";"15027007039P2";373461;1;2;0,5
"3274";"15027007039P2";373473;1;1;1
"3275";"15027007039P2";380746;1;1;1
"3276";"16003012001P4";286854;1;1;1
"3277";"16003012001P4";286889;4;5;0,8
"3278";"16003012001P4";286909;3;5;0,6
"3279";"16003012001P4";286963;1;1;1
"3280";"16003012001P4";292975;2;3;0,666666666666667
"3281";"16003012001P4";293014;5;7;0,714285714285714
"3282";"16003012001P4";334194;2;2;1
"3283";"16003012001P4";352895;3;4;0,75
"3284";"16003012001P4";372437;1;1;1
"3285";"16003012001P4";372438;3;4;0,75
"3286";"16003012002P0";252433;2;2;1
"3287";"16003012002P0";307999;4;6;0,666666666666667
"3288";"16003012002P0";308046;3;3;1
"3289";"16003012002P0";308409;2;2;1
"3290";"16003012002P0";309527;1;1;1
"3291";"16003012002P0";310833;1;1;1
"3292";"16003012002P0";310879;1;1;1
"3293";"16003012002P0";310924;1;1;1
"3294";"16003012002P0";310937;1;3;0,333333333333333
"3295";"16003012002P0";310970;1;1;1
"3296";"16003012002P0";310979;3;4;0,75
"3297";"16003012002P0";310980;1;1;1
"3298";"16003012002P0";332580;1;1;1
"3299";"16003012002P0";333024;1;1;1
"3300";"16003012002P0";357845;2;2;1
"3301";"16003012002P0";397689;2;3;0,666666666666667
"3302";"16003012002P0";397702;1;2;0,5
"3303";"16003012002P0";397704;1;3;0,333333333333333
"3304";"16003012002P0";397732;1;1;1
"3305";"16003012002P0";399763;1;3;0,333333333333333
"3306";"16003012002P0";399787;2;5;0,4
"3307";"16003012002P0";399816;1;1;1
"3308";"16003012002P0";399818;1;1;1
"3309";"16003012002P0";399828;1;2;0,5
"3310";"16003012002P0";399846;3;3;1
"3311";"16003012002P0";399865;1;1;1
"3312";"16003012002P0";399880;3;3;1
"3313";"16003012002P0";399886;1;2;0,5
"3314";"16003012002P0";399887;1;1;1
"3315";"16003012002P0";399888;1;1;1
"3316";"16003012002P0";399900;1;1;1
"3317";"16003012002P0";399908;1;1;1
"3318";"16003012002P0";399916;1;1;1
"3319";"16003012002P0";399931;1;1;1
"3320";"16003012002P0";399932;1;1;1
"3321";"16003012003P7";275622;1;1;1
"3322";"16003012003P7";287208;2;4;0,5
"3323";"16003012003P7";293831;1;2;0,5
"3324";"16003012003P7";294723;2;3;0,666666666666667
"3325";"16003012003P7";294732;1;2;0,5
"3326";"16003012003P7";325900;1;3;0,333333333333333
"3327";"16003012003P7";331661;1;2;0,5
"3328";"16003012003P7";331662;1;2;0,5
"3329";"16003012003P7";331687;1;1;1
"3330";"16003012003P7";331688;2;3;0,666666666666667
"3331";"16003012003P7";331689;2;2;1
"3332";"16003012003P7";331788;2;3;0,666666666666667
"3333";"16003012003P7";331796;1;1;1
"3334";"16003012003P7";331812;1;1;1
"3335";"16003012003P7";331830;1;2;0,5
"3336";"16003012003P7";332203;1;2;0,5
"3337";"16003012003P7";332206;1;2;0,5
"3338";"16003012003P7";335422;2;2;1
"3339";"16003012003P7";375541;1;3;0,333333333333333
"3340";"16003012003P7";376068;1;4;0,25
"3341";"16003012003P7";376938;2;3;0,666666666666667
"3342";"16003012003P7";399849;1;1;1
"3343";"16003012003P7";399881;1;1;1
"3344";"16003012003P7";399913;1;1;1
"3345";"16003012003P7";400179;1;1;1
"3346";"16003012003P7";400792;1;1;1
"3347";"16003012003P7";401846;2;2;1
"3348";"16003012003P7";402291;1;1;1
"3349";"16003012003P7";403154;1;2;0,5
"3350";"16003012003P7";403157;1;1;1
"3351";"16003012003P7";403171;1;1;1
"3352";"16003012003P7";403927;1;1;1
"3353";"16003012003P7";84172;1;2;0,5
"3354";"16003012003P7";84210;1;1;1
"3355";"16003012003P7";84212;1;3;0,333333333333333
"3356";"16003012004P3";267666;1;1;1
"3357";"16003012004P3";267724;1;1;1
"3358";"16003012004P3";267745;1;1;1
"3359";"16003012004P3";267780;2;2;1
"3360";"16003012004P3";267811;3;5;0,6
"3361";"16003012004P3";267868;4;4;1
"3362";"16003012004P3";267909;1;1;1
"3363";"16003012004P3";293376;1;1;1
"3364";"16003012004P3";299153;2;2;1
"3365";"16003012004P3";299635;1;1;1
"3366";"16003012004P3";306755;2;2;1
"3367";"16003012004P3";311511;3;4;0,75
"3368";"16003012004P3";338779;2;2;1
"3369";"16003012004P3";359308;1;1;1
"3370";"16003012004P3";359312;1;1;1
"3371";"16003012004P3";359371;3;3;1
"3372";"16003012004P3";359579;2;2;1
"3373";"16003012004P3";359795;2;2;1
"3374";"16003012004P3";360053;2;2;1
"3375";"16003012004P3";360958;1;1;1
"3376";"16003012004P3";360966;1;1;1
"3377";"16003012004P3";361503;1;1;1
"3378";"16003012004P3";361741;1;1;1
"3379";"16003012004P3";361748;2;2;1
"3380";"16003012004P3";361795;1;1;1
"3381";"16003012004P3";374644;1;1;1
"3382";"16003012004P3";378056;2;3;0,666666666666667
"3383";"16003012004P3";400893;1;1;1
"3384";"16003012004P3";400910;1;1;1
"3385";"16003012004P3";401211;1;1;1
"3386";"16003012004P3";402398;1;1;1
"3387";"16003012005P0";335060;1;1;1
"3388";"16003012005P0";335171;1;1;1
"3389";"16003012005P0";372158;1;1;1
"3390";"16003012005P0";372185;2;2;1
"3391";"16003012005P0";372623;1;1;1
"3392";"16003012005P0";397707;1;1;1
"3393";"16003012005P0";397753;1;1;1
"3394";"16003012005P0";418441;1;1;1
"3395";"16003012005P0";424663;1;1;1
"3396";"16003012005P0";424682;1;1;1
"3397";"16003012005P0";424694;1;1;1
"3398";"16003012006P6";253292;1;1;1
"3399";"16003012006P6";253299;1;1;1
"3400";"16003012006P6";359451;1;1;1
"3401";"16003012006P6";359508;1;1;1
"3402";"16003012006P6";359528;1;1;1
"3403";"16003012006P6";359545;1;1;1
"3404";"16003012006P6";359553;1;1;1
"3405";"16003012006P6";359566;1;1;1
"3406";"16003012006P6";359589;1;1;1
"3407";"16003012006P6";359597;1;1;1
"3408";"16003012006P6";359607;2;2;1
"3409";"16003012006P6";368609;1;1;1
"3410";"16003012006P6";396653;2;4;0,5
"3411";"16003012006P6";411828;1;1;1
"3412";"16003012006P6";411836;1;1;1
"3413";"16003012006P6";411884;1;1;1
"3414";"16003012006P6";411891;1;1;1
"3415";"16003012006P6";411953;1;1;1
"3416";"16003012006P6";414082;1;1;1
"3417";"16003012007P2";250102;1;1;1
"3418";"16003012007P2";317222;1;1;1
"3419";"16003012007P2";360930;1;1;1
"3420";"16003012007P2";360931;1;1;1
"3421";"16003012007P2";360993;1;1;1
"3422";"16003012007P2";362928;2;2;1
"3423";"16003012007P2";363928;1;1;1
"3424";"16003012007P2";363949;1;1;1
"3425";"16003012007P2";363965;1;1;1
"3426";"16003012007P2";364049;1;1;1
"3427";"16003012007P2";364053;1;1;1
"3428";"16003012007P2";364056;1;1;1
"3429";"16003012007P2";364097;1;1;1
"3430";"16003012007P2";364098;1;1;1
"3431";"16003012007P2";366523;2;2;1
"3432";"16003012007P2";366627;1;1;1
"3433";"16003012007P2";366629;1;1;1
"3434";"16003012007P2";366650;2;2;1
"3435";"16003012007P2";366654;1;1;1
"3436";"16003012007P2";366696;1;1;1
"3437";"16003012007P2";366705;1;1;1
"3438";"16003012007P2";366714;1;1;1
"3439";"16003012007P2";367585;1;1;1
"3440";"16003012007P2";367611;1;1;1
"3441";"16003012007P2";367646;2;2;1
"3442";"16003012007P2";367650;1;1;1
"3443";"16003012007P2";367682;2;2;1
"3444";"16003012007P2";367685;2;2;1
"3445";"16003012007P2";367700;1;1;1
"3446";"16003012007P2";410380;1;2;0,5
"3447";"16003012007P2";411807;2;2;1
"3448";"16003012007P2";411831;2;2;1
"3449";"16003012007P2";411913;1;1;1
"3450";"16003012008P9";261849;1;1;1
"3451";"16003012008P9";263201;1;1;1
"3452";"16003012008P9";263799;2;2;1
"3453";"16003012008P9";269626;1;1;1
"3454";"16003012008P9";317165;1;1;1
"3455";"16003012008P9";318469;1;2;0,5
"3456";"16003012008P9";318545;1;1;1
"3457";"16003012008P9";318632;1;1;1
"3458";"16003012008P9";338069;1;1;1
"3459";"16003012008P9";369464;1;2;0,5
"3460";"16003012008P9";371003;1;3;0,333333333333333
"3461";"16003012008P9";371026;1;1;1
"3462";"16003012008P9";384732;1;1;1
"3463";"16003012008P9";423513;1;3;0,333333333333333
"3464";"16003012008P9";424248;2;2;1
"3465";"16003012008P9";424705;1;1;1
"3466";"16003012009P5";259512;1;1;1
"3467";"16003012009P5";259557;1;1;1
"3468";"16003012009P5";267888;4;4;1
"3469";"16003012009P5";267947;1;1;1
"3470";"16003012009P5";268003;1;2;0,5
"3471";"16003012009P5";270006;1;1;1
"3472";"16003012009P5";293007;1;3;0,333333333333333
"3473";"16003012009P5";294953;1;1;1
"3474";"16003012009P5";294959;1;1;1
"3475";"16003012009P5";294971;1;1;1
"3476";"16003012009P5";294984;1;1;1
"3477";"16003012009P5";315859;1;1;1
"3478";"16003012009P5";315879;1;1;1
"3479";"16003012009P5";362174;1;2;0,5
"3480";"16003012009P5";365087;1;1;1
"3481";"16003012009P5";368166;1;1;1
"3482";"16003012009P5";368310;1;1;1
"3483";"16003012009P5";368319;1;1;1
"3484";"16003012009P5";370389;1;1;1
"3485";"16003012009P5";372228;3;3;1
"3486";"16003012009P5";373189;1;1;1
"3487";"16003012009P5";373406;1;1;1
"3488";"16003012009P5";84449;1;1;1
"3489";"16003012010P3";285489;1;1;1
"3490";"16003012010P3";290199;1;1;1
"3491";"16003012010P3";338596;4;4;1
"3492";"16003012010P3";381676;1;1;1
"3493";"16003012010P3";422854;2;2;1
"3494";"16003012010P3";423409;1;1;1
"3495";"16003012012P6";263304;1;1;1
"3496";"16003012012P6";374684;2;2;1
"3497";"16003012012P6";374686;1;1;1
"3498";"16003012012P6";377070;2;2;1
"3499";"16003012012P6";378418;1;1;1
"3500";"16003012012P6";378432;1;1;1
"3501";"16003012012P6";378433;1;1;1
"3502";"16003012012P6";378434;1;1;1
"3503";"16003012012P6";378439;1;1;1
"3504";"16003012012P6";378446;1;1;1
"3505";"16003012012P6";417591;1;1;1
"3506";"16003012012P6";417593;1;1;1
"3507";"16003012013P2";346769;1;1;1
"3508";"16003012013P2";346783;1;1;1
"3509";"16003012013P2";346784;1;1;1
"3510";"16003012013P2";346802;1;1;1
"3511";"16003012013P2";348460;1;1;1
"3512";"16003012013P2";348571;1;1;1
"3513";"16003012013P2";348581;1;1;1
"3514";"16003012013P2";348994;1;1;1
"3515";"16003012013P2";359961;3;3;1
"3516";"16003012013P2";359964;1;1;1
"3517";"16003012013P2";360785;6;7;0,857142857142857
"3518";"16003012013P2";360788;1;1;1
"3519";"16003012013P2";360791;1;1;1
"3520";"16003012013P2";377720;1;1;1
"3521";"16003012013P2";377744;1;1;1
"3522";"16003012013P2";378099;6;7;0,857142857142857
"3523";"16003012014P9";261644;4;4;1
"3524";"16003012014P9";261647;2;2;1
"3525";"16003012014P9";262198;2;2;1
"3526";"16003012014P9";283408;2;2;1
"3527";"16003012014P9";317202;1;1;1
"3528";"16003012014P9";318198;5;5;1
"3529";"16003012014P9";318252;2;2;1
"3530";"16003012014P9";337682;1;1;1
"3531";"16003012014P9";337951;1;1;1
"3532";"16003012014P9";338014;4;4;1
"3533";"16003012014P9";349869;1;1;1
"3534";"16003012014P9";349942;1;1;1
"3535";"16003012014P9";366333;2;2;1
"3536";"16003012014P9";366923;1;1;1
"3537";"16003012014P9";371780;1;1;1
"3538";"16003012014P9";405129;3;3;1
"3539";"16003012014P9";405139;1;1;1
"3540";"16003012014P9";407979;1;1;1
"3541";"16003012014P9";408002;1;1;1
"3542";"16003012014P9";408011;1;1;1
"3543";"16003012014P9";408033;1;1;1
"3544";"16003012015P5";285675;1;2;0,5
"3545";"16003012015P5";292462;1;1;1
"3546";"16003012015P5";292464;1;1;1
"3547";"16003012015P5";292945;1;1;1
"3548";"16003012015P5";294290;1;1;1
"3549";"16003012015P5";294473;1;1;1
"3550";"16003012015P5";295608;1;1;1
"3551";"16003012015P5";295708;4;8;0,5
"3552";"16003012015P5";295751;1;1;1
"3553";"16003012015P5";331159;1;1;1
"3554";"16003012015P5";331212;2;2;1
"3555";"16003012015P5";331595;1;1;1
"3556";"16003012015P5";331736;1;1;1
"3557";"16003012015P5";366073;1;1;1
"3558";"16003012015P5";367626;3;3;1
"3559";"16003012015P5";367986;1;1;1
"3560";"16003012015P5";368583;1;1;1
"3561";"16003012015P5";369679;1;2;0,5
"3562";"16003012015P5";369693;1;1;1
"3563";"16003012015P5";376537;1;1;1
"3564";"16003012015P5";397268;1;1;1
"3565";"16003012015P5";397885;4;8;0,5
"3566";"16003012015P5";398245;1;1;1
"3567";"16003012015P5";398721;1;1;1
"3568";"16003012015P5";398777;2;2;1
"3569";"16003012015P5";398799;1;1;1
"3570";"16003012015P5";398884;1;1;1
"3571";"16003012015P5";399117;4;5;0,8
"3572";"16003012016P1";297311;1;1;1
"3573";"16003012016P1";297664;2;3;0,666666666666667
"3574";"16003012016P1";297684;1;1;1
"3575";"16003012016P1";297703;1;1;1
"3576";"16003012016P1";299796;1;1;1
"3577";"16003012016P1";299839;1;1;1
"3578";"16003012016P1";299867;1;2;0,5
"3579";"16003012016P1";299869;1;1;1
"3580";"16003012016P1";340048;1;1;1
"3581";"16003012016P1";374880;1;2;0,5
"3582";"16003012016P1";374887;2;2;1
"3583";"16003012016P1";374908;2;3;0,666666666666667
"3584";"16003012016P1";374933;1;1;1
"3585";"16003012016P1";374963;1;1;1
"3586";"16003012016P1";374966;1;2;0,5
"3587";"16003012016P1";374996;2;2;1
"3588";"16003012016P1";402145;1;1;1
"3589";"16003012016P1";402148;2;2;1
"3590";"16003012016P1";402166;1;1;1
"3591";"16003012016P1";402168;1;1;1
"3592";"16003012016P1";402191;1;1;1
"3593";"16003012017P8";293547;1;1;1
"3594";"16003012017P8";293555;1;1;1
"3595";"16003012017P8";294180;3;4;0,75
"3596";"16003012017P8";325421;1;1;1
"3597";"16003012017P8";326173;2;3;0,666666666666667
"3598";"16003012017P8";326314;4;4;1
"3599";"16003012017P8";331753;2;2;1
"3600";"16003012017P8";338227;1;1;1
"3601";"16003012017P8";338923;1;1;1
"3602";"16003012017P8";370739;3;4;0,75
"3603";"16003012017P8";391538;4;4;1
"3604";"16003012017P8";391546;14;24;0,583333333333333
"3605";"16003012017P8";391548;4;4;1
"3606";"16003012156P8";363332;3;3;1
"3607";"16003012156P8";364613;2;3;0,666666666666667
"3608";"16003012156P8";371633;2;2;1
"3609";"16003012156P8";372007;1;2;0,5
"3610";"16003012156P8";372027;1;1;1
"3611";"16003012156P8";372042;2;2;1
"3612";"16003012156P8";372108;1;1;1
"3613";"16003012156P8";372145;1;1;1
"3614";"16003012156P8";372154;1;3;0,333333333333333
"3615";"16003012156P8";372155;1;4;0,25
"3616";"16003012156P8";372157;1;3;0,333333333333333
"3617";"16003012156P8";372173;1;4;0,25
"3618";"16003012156P8";375420;1;2;0,5
"3619";"16003012156P8";375438;2;2;1
"3620";"16003012156P8";375592;1;1;1
"3621";"16003012156P8";375617;1;1;1
"3622";"16003012156P8";376306;1;1;1
"3623";"16003012156P8";376349;1;1;1
"3624";"16003012156P8";376368;3;3;1
"3625";"16003012156P8";376394;3;3;1
"3626";"16003012156P8";379081;4;4;1
"3627";"16003012156P8";422111;1;1;1
"3628";"16003012156P8";424475;1;2;0,5
"3629";"16003012157P4";409567;1;1;1
"3630";"16003012157P4";409569;1;1;1
"3631";"16003012157P4";409572;1;1;1
"3632";"16003012157P4";419571;1;1;1
"3633";"16003012157P4";420363;1;1;1
"3634";"16003012157P4";420367;1;1;1
"3635";"16003012157P4";421022;1;1;1
"3636";"16003012157P4";421760;1;1;1
"3637";"16003012157P4";421775;1;1;1
"3638";"16003012157P4";421779;1;1;1
"3639";"16003012157P4";421856;1;1;1
"3640";"16003012157P4";421857;1;1;1
"3641";"16003012157P4";421872;1;1;1
"3642";"16003012157P4";421877;1;1;1
"3643";"16003012157P4";421878;1;1;1
"3644";"16003012157P4";422573;1;1;1
"3645";"16003012157P4";422575;1;1;1
"3646";"16003012157P4";422578;1;1;1
"3647";"16003012157P4";423404;1;1;1
"3648";"16003012157P4";423416;1;1;1
"3649";"16003012157P4";423417;1;1;1
"3650";"16003012157P4";423692;1;1;1
"3651";"16003012157P4";423991;1;1;1
"3652";"16003012157P4";424658;1;1;1
"3653";"16003012157P4";424672;1;1;1
"3654";"16003012157P4";424807;1;1;1
"3655";"16003012157P4";424813;1;1;1
"3656";"16003012157P4";424816;1;1;1
"3657";"16003012157P4";424922;1;1;1
"3658";"16003012157P4";424931;1;1;1
"3659";"16003012158P0";357409;1;1;1
"3660";"16003012158P0";357427;1;1;1
"3661";"16003012158P0";357441;1;1;1
"3662";"16003012158P0";357586;1;1;1
"3663";"16003012158P0";358230;1;1;1
