"";"CODIGO";"NOME";"ITEM_MEDICO";"ITEM";"C_201601_BN";"C_201601_QUANTIDADE";"C_201601_REVISAO";"C_201601_VALOR";"C_201602_BN";"C_201602_QUANTIDADE";"C_201602_REVISAO";"C_201602_VALOR";"C_201603_BN";"C_201603_QUANTIDADE";"C_201603_REVISAO";"C_201603_VALOR";"C_201604_BN";"C_201604_QUANTIDADE";"C_201604_REVISAO";"C_201604_VALOR";"C_201605_BN";"C_201605_QUANTIDADE";"C_201605_REVISAO";"C_201605_VALOR";"C_201606_BN";"C_201606_QUANTIDADE";"C_201606_REVISAO";"C_201606_VALOR";"C_201607_BN";"C_201607_QUANTIDADE";"C_201607_REVISAO";"C_201607_VALOR";"C_201608_BN";"C_201608_QUANTIDADE";"C_201608_REVISAO";"C_201608_VALOR";"C_201609_BN";"C_201609_QUANTIDADE";"C_201609_REVISAO";"C_201609_VALOR";"C_201610_BN";"C_201610_QUANTIDADE";"C_201610_REVISAO";"C_201610_VALOR";"C_201611_BN";"C_201611_QUANTIDADE";"C_201611_REVISAO";"C_201611_VALOR";"C_201612_BN";"C_201612_QUANTIDADE";"C_201612_REVISAO";"C_201612_VALOR";"C_201701_BN";"C_201701_QUANTIDADE";"C_201701_REVISAO";"C_201701_VALOR";"C_201702_BN";"C_201702_QUANTIDADE";"C_201702_REVISAO";"C_201702_VALOR";"C_201703_BN";"C_201703_QUANTIDADE";"C_201703_REVISAO";"C_201703_VALOR";"C_201704_BN";"C_201704_QUANTIDADE";"C_201704_REVISAO";"C_201704_VALOR";"C_201705_BN";"C_201705_QUANTIDADE";"C_201705_REVISAO";"C_201705_VALOR";"C_201706_BN";"C_201706_QUANTIDADE";"C_201706_REVISAO";"C_201706_VALOR";"C_201707_BN";"C_201707_QUANTIDADE";"C_201707_REVISAO";"C_201707_VALOR";"C_201708_BN";"C_201708_QUANTIDADE";"C_201708_REVISAO";"C_201708_VALOR";"C_TOTAL_2017_BN";"C_TOTAL_2017_QUANTIDADE";"C_TOTAL_2017_REVISAO";"C_TOTAL_2017_VALOR";"MAIORES_ITS"
"11";594481;"HOSPITAL PORTUGUES";219415;"NUTRICAO ENTERAL HIPERCALORICA/HIPERPROTEICA 1000 ML SIST FECHADO";13;60;0;22132,2;19;171;0;63076,77;33;521;0;192181,27;24;272;0;100332,64;25;162;0;59756,94;33;345;0;127260,15;50;612;0;225748,44;50;635;0;234232,45;31;316;0;116562,92;39;630;0;232388,1;22;239;0;88159,93;42;527;0;194394,49;46;641;0;236445,67;42;514;0;189599,18;47;549;0;202509,63;51;600;0;221322;37;558;0;205829,46;36;502;0;185172,74;45;602;0;222059,74;35;402;0;148285,74;339;4368;0;1611224,16;"X"
"12";594481;"HOSPITAL PORTUGUES";217950;"EQUIPO INFUSOMAT SPACE SET AIR IL";82;358;0;45299,73;135;928;0;117500,14;267;1959;0;248196,84;292;2052;0;260227,63;209;1448;0;183482,94;228;1458;0;184533,18;257;1533;0;193622,25;262;1804;0;228380,57;198;1214;0;153501,38;238;1531;0;194068,03;200;1366;0;172697,29;238;1391;0;176442,56;210;1373;0;173966,19;192;1270;0;160642,74;271;1495;0;189573,66;220;1450;0;183863,61;245;2120;0;268879,91;184;1457;0;184498,06;199;1609;0;203912,23;194;1440;0;182467,82;1715;12214;0;1547804,22;"X"
"13";594481;"HOSPITAL PORTUGUES";71005031;"Assistencia Fisioterapica - 24 Hs ( Apenas Para Uti/Semi )";79;405;0;40500;128;863;-700;86300;276;2075;0;207500;290;2451;1900;245100;220;1604;0;160400;240;1727;0;172700;284;1968;4200;196778,38;294;2188;4300;218464,88;220;1513;2400;151171,99;279;1940;3200;194000;218;1521;800;152100;261;1748;1400;174703,16;239;1683;10400;168300;225;1616;1700;161600;297;2050;0;205000;238;1641;11000;164100;292;2435;500;243500;208;1778;3200;177800;214;1790;4700;179000;215;1559;900;155900;1928;14552;32400;1455200;"X"
"14";594481;"HOSPITAL PORTUGUES";81502030;"Pct. Hemodíalise Crônica Ambulatorial  (Hospital, Day Ou Ambulatório)";37;145;338,54;49088,3;49;549;0;185858,46;48;820;0;277602,8;47;327;0;110702,58;46;638;0;215988,52;47;821;0;277941,34;50;669;0;226483,26;45;683;0;231222,82;48;604;0;204478,16;48;644;0;218019,76;49;526;0;178072,04;48;529;0;179087,66;47;652;338,54;220728,08;46;514;1354,16;174009,56;46;622;0;210571,88;46;520;338,54;176040,8;48;695;0;235285,3;49;619;0;209556,26;49;511;0;172993,94;48;144;0;48749,76;379;4277;2031,24;1447935,58;"X"
"15";594481;"HOSPITAL PORTUGUES";71001011;"Enfermaria Adulto";51;182;3424;29120;99;704;2560;112640;193;1161;640;185760;223;1282;0;205120;181;1016;0;162560;205;1150;0;184000;222;1111;5760;177593,28;211;1273;0;203680;172;890;1840;142400;196;1123;0;179680;184;963;160;154080;202;1097;0;175520;223;1020;19360;163200;169;1013;1800;162080;218;1207;160;193120;179;1032;7680;165120;205;1289;160;206160;179;1146;0;183360;170;1177;0;188240;165;1165;3200;186400;1508;9049;32360;1447680;"X"
"16";594481;"HOSPITAL PORTUGUES";19266;"MEROPENEM - GENERICO - 1 g 1 FA c/bolsa";10;123;0;18242,13;13;268;0;39747,08;12;161;0;23877,91;10;81;0;12013,11;36;754;0;111825,74;43;978;0;145047,18;52;1255;0;186129,05;53;1258;0;186573,98;43;776;0;125219,24;50;1307;0;225170,2;45;1020;0;177838,68;47;917;0;160905,99;34;876;0;153711,72;38;746;0;130900,62;53;975;0;171083,25;42;931;0;163362,57;63;1690;0;296544,3;44;907;0;159151,29;49;955;0;167573,85;42;932;0;163538,04;365;8012;0;1405865,64;"X"
"17";594481;"HOSPITAL PORTUGUES";219417;"NUTRICAO ENTERAL HIPERCALORICA/NORMOPROTEICA 1000 ML SIST FECHADO";13;62;0;18448,72;23;202;0;60107,12;53;494;0;146994,64;70;743;0;221087,08;49;521;0;155028,76;36;323;0;96111,88;38;265;0;78853,4;31;261;0;77663,16;23;187;0;55643,72;36;366;0;108906,96;28;266;0;79150,96;39;289;0;85994,84;32;239;0;71116,84;36;376;0;111882,56;49;369;0;109799,64;32;251;0;74687,56;53;600;0;178536;45;594;0;176750,64;52;685;0;203828,6;37;469;0;139555,64;336;3583;0;1066157,48;"X"
"18";594481;"HOSPITAL PORTUGUES";84303121;"Gastroplastia Para  Obesidade Mórbida Por Videolaparoscopia  Hm De Anestesiologia Exluso";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;33916,32;13;12;0;203497,92;17;17;0;288288,72;12;11;16958,16;186539,76;11;11;0;184308,82;55;53;16958,16;896551,54;"X"
"19";594481;"HOSPITAL PORTUGUES";84009927;"Cateterismo Seguido De Angioplastia Com Stent Farmacológico - Hospital";1;1;0;22120,31;1;1;0;22120,31;6;6;0;135139,84;3;3;0;66360,93;2;2;0;44240,62;2;2;0;45449,61;12;12;0;270493,91;7;7;0;158469,14;2;2;0;44240,62;3;3;0;67569,92;5;5;0;113019,53;8;8;0;180589,45;2;2;0;44240,62;5;5;0;113019,53;11;11;0;246950,48;5;5;0;111810,54;6;6;0;132721,86;6;6;0;132721,86;5;4;0;89690,23;1;1;0;22120,31;41;40;0;893275,43;"X"
"20";594481;"HOSPITAL PORTUGUES";49999;"Honorários Intensivista Não Plantonista P/Dia";71;271;0;16946,8;118;588;-41,6;40357,2;269;1647;0;106610,4;297;2186;514,8;127155,6;217;1383;0;89200,8;230;1481;0;98624,64;269;1669;2480,4;117891,52;278;1767;2386,8;130188,43;214;1284;1123,2;94723,2;264;1663;1497,6;121071,6;212;1279;655,2;92523,6;249;1528;1123,2;105301,48;228;1460;6037,2;97858,8;215;1404;655,2;93974,4;286;1758;0;118123,2;231;1380;5241,6;94161,6;286;2138;468;150228;206;1471;2808;103708,8;213;1532;3931,2;108295,2;208;1379;748,8;99450;1873;12522;19890;865800;"X"
"21";594481;"HOSPITAL PORTUGUES";17355;"PIPERACILINA  +  TAZOBACTAM  -  GENERICO - 4,50 mg ct c/10 FA";22;186;0;15603,54;34;544;0;45636,16;86;1704;0;142876,46;67;1299;0;108973,11;55;1064;0;89258,96;64;987;0;82799,43;59;999;0;83572,87;57;1000;0;83890;52;1036;0;91339,84;44;759;0;69807,99;52;749;0;69035,33;57;965;0;88786,73;53;919;0;84704,23;44;826;0;76132,42;73;1260;0;116134,2;55;990;0;91248,3;83;1609;0;148301,53;51;1271;0;117148,07;67;1361;0;125443,37;60;1070;0;98621,9;486;9306;0;857734,02;"X"
"22";594481;"HOSPITAL PORTUGUES";34010173;"TC do Abdome Total (Abdôme Superior, Pelve E Retroperitônio)";164;177;390,85;69180,45;201;214;390,85;83470,4;318;337;0;131716,35;252;268;0;104319,92;282;297;0;115577,55;242;258;0;100125,03;223;235;0;91235,23;237;260;390,85;101162,83;268;283;390,85;110408,59;242;259;0;100826,23;231;250;0;96332,44;192;195;0;75912,81;288;299;3706,54;116426,57;263;277;0;107760,55;246;266;0;103090,94;219;228;1172,55;87397,14;338;367;0;142869,73;243;256;0;99754,66;201;215;0;82820,99;208;223;0;86755,63;2006;2131;4879,09;826876,21;"X"
"23";594481;"HOSPITAL PORTUGUES";84508199;"Parto Cesarea Feto Único Ou Múltiplo - Hm Obstetra";9;9;0;11651,04;NA;NA;NA;NA;165;163;0;209718,73;125;124;0;160525,44;108;106;0;137223,36;109;106;0;137223,36;98;95;2589,12;122983,2;133;132;1294,56;170881,92;58;58;0;75084,48;68;67;1294,56;86735,52;59;59;0;75084,87;84;74;0;95797,44;88;78;12945,6;100975,68;63;62;0;80262,72;93;93;0;120394,08;68;68;0;88030,08;101;101;0;130750,56;77;77;0;99681,12;78;77;0;99681,12;66;66;0;85440,96;634;622;12945,6;805216,32;"X"
"24";594481;"HOSPITAL PORTUGUES";84508187;"Parto Natural (Via Vaginal) - Hospital";5;5;0;15763,83;NA;NA;NA;NA;43;43;0;141183,4;43;43;0;140508,23;36;36;0;118360,8;28;28;0;92058,4;26;26;0;85290,8;28;27;0;87903,43;23;23;0;78235,16;24;22;3287,8;78725,68;17;17;0;60449,48;26;22;0;78725,68;22;18;14121,76;64219,92;23;23;0;81920,12;28;28;0;99620,32;19;19;0;67798,36;42;42;0;149235,31;29;29;0;103198,76;37;37;0;132018,28;24;24;0;84823,39;224;220;14121,76;782834,46;"X"
"25";594481;"HOSPITAL PORTUGUES";84305187;"Colecistectomia Sem Colangiografia Por Videolaparoscopia  - Hospital";3;3;0;7212,21;29;28;0;67313,96;57;57;0;137031,99;32;31;0;74022,17;38;38;0;91102,66;45;44;0;105779,08;40;40;0;95985,26;55;55;0;132223,85;40;40;0;96162,8;53;53;0;127415,71;43;43;0;103375,01;38;34;0;81738,38;31;27;9616,28;69160,29;39;39;0;101834,49;33;31;0;81114,29;41;41;0;107280,19;57;57;0;149145,63;29;29;0;75881,11;26;26;0;68031,34;23;23;0;59562,22;279;273;9616,28;712009,56;"X"
"26";594481;"HOSPITAL PORTUGUES";40029;"U.T.I. Pediátrica E/Ou Neonatal (Plantão De 12 Horas Por Paciente)";8;92;1638;10764;2;8;-1521;936;28;567;0;66339;44;1021;0;119457;28;537;0;62829;35;780;0;91260;39;780;3978;91260;33;544;8424;63648;23;550;0;64350;24;504;0;58968;18;342;0;40014;32;515;0;60255;30;622;-117;76635;40;627;3510;89271;47;961;0;149760;31;574;0;90909;38;808;0;121797;22;432;0;69615;21;419;0;59202;21;341;0;46098;250;4784;3393;703287;"X"
"27";594481;"HOSPITAL PORTUGUES";71005021;"Assistencia Fisioterapica - 12hs ( Apenas Uma Por Dia )";79;340;400;17000;157;1070;850;53500;295;1950;0;97500;382;2357;1350;117850;276;1655;0;82750;308;1934;0;96700;327;1976;3650;98767,54;344;2173;1750;108650;270;1502;450;75100;330;2004;2950;100200;292;1684;700;84200;321;1723;150;86150;332;1688;7150;84400;269;1590;450;79500;340;1902;50;95100;276;1635;4050;81750;318;2151;0;107550;278;1640;700;82000;270;1749;2000;87450;276;1570;1250;78500;2359;13925;15650;696250;"X"
"28";594481;"HOSPITAL PORTUGUES";20110;"Clinica Geral - Visita Hospitalar";29;124;455;12545;59;384;455;39975;127;826;0;85423;153;977;910;98995;119;811;0;82550;152;953;0;100750;129;871;4290;94705;154;902;3380;92560;112;663;0;67405;144;912;6760;92300;124;632;910;62075;138;867;0;91065;141;888;5590;88660;113;649;-260;60905;148;952;0;96200;137;747;3185;72800;160;1004;0;103675;152;1068;130;100750;124;877;2990;88985;127;759;780;73840;1102;6944;12415;685815;"X"
"29";594481;"HOSPITAL PORTUGUES";7806;"HERCEPTIN 440 MG. 1 FR. + 1 FR. DIL. X 20 ML - 440 mg. 1 fr. + 1 fr. dil. x 20 ml - 1 miligrama";6;3339;0;77598,36;4;2503;0;58169,72;5;3025;0;70301;1;413;0;9598,12;4;2190;0;50895,6;5;3839;0;89218,36;4;1606;0;37323,44;6;4304;0;100024,96;6;5538;0;133556,73;6;3460;0;89787;7;3345;0;86802,75;6;2795;0;72530,25;5;2818;0;73127,1;7;5044;0;130891,8;6;3431;0;89034,45;6;3648;0;94665,6;7;3931;0;102009,45;5;3221;0;83584,95;4;1666;0;43232,7;3;1636;0;42454,2;43;25395;0;659000,25;"X"
"30";594481;"HOSPITAL PORTUGUES";82702907;"Concentrado De Hemácias Filtradas (Inclui Filtro)";20;31;466,48;14460,88;37;114;932,96;53178,72;65;181;0;84432,88;91;243;0;113354,64;63;142;0;66240,16;68;180;0;83966,4;67;168;466,48;78368,64;89;219;466,48;102159,12;65;136;4198,32;65791,96;59;145;0;72959,56;59;179;466,48;90387;71;153;0;77598,68;68;151;6901,88;76665,72;67;126;3265,36;63972,72;70;158;0;79712,04;68;167;4994,72;84789,24;78;194;0;98497,68;62;138;0;70065,36;62;156;2030,88;79204,32;57;124;4061,76;62957,28;532;1214;21254,6;615864,36;"X"
"31";594481;"HOSPITAL PORTUGUES";20810;"Infectologia - Visita Hospitalar";40;215;0;21967,4;69;515;520;46995;125;954;0;92752,4;126;924;325;95290;110;654;0;65975;110;682;0;69906,2;105;716;390;74815;116;858;130;89895;84;458;1560;47060;117;751;1105;75140;90;583;910;60645;110;613;520;62010;112;709;6565;72735;86;568;585;56615;104;671;0;62010;92;793;6240;75335;115;1062;130;104000;112;784;1690;77935;110;956;130;91520;102;742;130;68315;833;6285;15470;608465;"X"
"32";594481;"HOSPITAL PORTUGUES";84009177;"Correção De Aneurisma De Aorta Abdominal Com Endoprotese Bifurcada - Tto Endovascular - Hospital";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;99977,7;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;99977,7;NA;NA;NA;NA;2;2;0;199955,4;1;1;0;95972,7;1;1;0;99977,7;1;1;0;99977,7;1;1;0;99977,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;195950,4;6;6;0;591856,2;"X"
"33";594481;"HOSPITAL PORTUGUES";118838;"EQUIPO ENTERAL P/BOMBA INFUSAO ENTERALFIX AIR MULTISPIKE S 402113";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;98;0;8382,92;61;665;0;56884,1;56;774;0;66207,96;61;738;0;63128,52;72;775;0;66293,5;68;735;0;62871,9;71;945;0;80835,3;64;936;0;80065,44;70;1065;0;91100,1;58;714;0;61075,56;520;6682;0;571578,28;"X"
"34";594481;"HOSPITAL PORTUGUES";216138;"PROVISORIO";2;3;0;0;2;2;0;0;7;111;0;0;8;7;0;1168,87;3;22;0;0;6;43;0;0;7;183;0;4,4;NA;NA;NA;NA;5;7;0;239365;2;2;0;0;7;32;0;9,44;4;20;0;4,4;5;42;0;826;3;22;0;95000;4;80;0;0;5;76;0;346425,79;4;21;0;114007,77;2;0;0;0;4;20;0;0;5;22;0;0;32;283;0;556259,56;"X"
"35";594481;"HOSPITAL PORTUGUES";151513;"KIT PRISMAFLEX M100";5;7;0;19460,56;4;32;0;88962,56;7;37;0;102862,96;16;38;0;105643,04;10;21;0;58381,68;7;19;0;50476,98;10;24;0;66721,92;13;55;0;152904,4;2;10;0;27800,8;4;15;0;41701,2;10;16;0;44481,28;6;26;0;72282,08;10;37;0;102862,96;8;17;0;47261,36;10;25;0;69502;4;15;0;41701,2;13;36;0;100082,88;8;20;0;55601,6;5;19;0;52821,52;7;29;0;80622,32;65;198;0;550455,84;"X"
"36";594481;"HOSPITAL PORTUGUES";18754;"TEICOPLANINA - GENERICO - 400  mg.  po  liof.  sol.  inj. FA vd. + dil.  amp. pla";5;13;0;4293,64;16;150;0;49542;20;157;0;51853,96;22;191;0;63083,48;14;131;0;43266,68;12;77;0;25431,56;20;122;0;40294,16;19;149;0;49211,72;18;127;0;42931,66;31;310;0;110119,9;20;164;0;58214,12;16;136;0;48447,28;19;168;0;59846,64;17;135;0;48091,05;22;165;0;58777,95;19;212;0;75520,76;26;256;0;91194,88;20;171;0;60915,33;27;212;0;75520,76;22;209;0;74452,07;172;1528;0;544319,44;"X"
"37";594481;"HOSPITAL PORTUGUES";9299;"CLEXANE - 40 mg. ser.";63;278;0;11320,16;114;701;0;28544,72;204;1307;0;53221,04;227;1653;0;67310,16;155;1143;0;46542,96;197;1259;0;51260,01;213;1300;0;52879,77;228;1627;0;66183,63;161;1077;0;43855,44;219;1544;0;62871,68;182;1227;0;49963,44;217;1445;0;58800,98;178;1258;0;51225,76;166;1122;0;45687,84;260;1740;0;70852,8;205;1495;0;60876,4;247;1895;0;77164,4;228;1598;0;65070,56;216;1546;0;62953,12;180;1484;0;60428,48;1680;12138;0;494259,36;"X"
"38";594481;"HOSPITAL PORTUGUES";122419;"EQUIPO INTRAFIX SAFESET AIR IL 401450S";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;301;1507;0;35052,82;403;2271;0;52823,46;384;2186;0;50846,36;497;2707;0;62964,82;413;2556;0;59452,56;521;3686;0;85736,36;393;2480;0;57661,54;399;2761;0;64220,86;392;2432;0;56568,32;3402;21079;0;490274,28;"X"
"39";594481;"HOSPITAL PORTUGUES";20310;"Endocrinologia - Visita Hospitalar";14;73;0;6890;36;295;0;25285;51;509;0;47905;68;664;1300;63375;57;418;0;37895;55;345;0;33345;55;475;4420;48750;62;479;910;48555;60;399;0;39585;57;446;5265;47515;51;447;780;46865;62;479;0;51740;65;613;2015;66170;60;523;0;54730;67;505;0;44980;59;464;2210;48555;60;608;0;58500;65;771;0;68250;80;810;0;77090;70;736;0;71695;526;5030;4225;489970;"X"
"40";594481;"HOSPITAL PORTUGUES";23010;"ANAEROCID - 20 mg/g creme vag. bisn. 20 g + 3 aplic.";20;101;0;10595;51;477;910;49935,6;72;563;0;56677,4;77;779;0;80665;74;552;0;54275;70;593;0;57590;79;688;0;70655;86;814;1950;83510,76;63;492;2080;49075;72;635;3120;64220;60;534;390;58240;77;669;0;66755;91;557;10465;54470;64;616;0;62270;80;664;0;68510;69;523;1820;55120;76;699;0;73450;70;520;0;49205;56;625;0;58825;60;512;0;48035;566;4716;12285;469885;"X"
