"";"NUM_INSC_FISCAL";"NOME_PRESTADOR";"COD_ESPECIALIDADE";"NOME_ESPECIALIDADE";"DATA_INI_HAB";"COD_EDITAL"
"19";15140254000182;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"4020";"HEMODINAMICA";2010-06-01 00:00:00;"010/09.1"
"20";15140254000182;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"2730";"HEMOTERAPIA";2010-06-01 00:00:00;"010/09.1"
"21";15140254000182;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"2820";"LAB ANALISES CLINICAS(PATOLOGIA CLIN)";2000-11-01 01:00:00;"010/09.1"
"22";15140254000182;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"4700";"MASTOLOGIA";2000-11-01 01:00:00;"010/09.1"
"23";15140254000182;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"1510";"NEFROLOGIA";2000-11-01 01:00:00;"010/09.1"
"24";15140254000182;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"4900";"NEUROCIRURGIA";2008-06-12 00:00:00;"010/09.1"
"25";15140254000182;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"1710";"NUTRICAO ENTERAL/PARENTERAL";2010-06-01 00:00:00;"010/09.1"
"26";15140254000182;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"4500";"OBSTETRICIA";2007-08-31 00:00:00;"010/09.1"
"27";15140254000182;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"5000";"OFTALMOLOGIA";2000-11-01 01:00:00;"010/09.1"
"28";15140254000182;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"3010";"ONCOLOGIA";2000-11-01 01:00:00;"010/09.1"
"29";15140254000182;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"5200";"ORTOPEDIA/TRAUMATOLOGIA";2000-11-01 01:00:00;"010/09.1"
"30";15140254000182;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"5100";"OTORRINOLARINGOLOGIA";2000-11-01 01:00:00;"010/09.1"
"31";15140254000182;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"4302";"PROCTOLOGIA";2000-11-01 01:00:00;"010/09.1"
"32";15140254000182;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"3220";"RADIOLOGIA";2000-11-01 01:00:00;"010/09.1"
"33";15140254000182;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"2902";"TISIOPNEUMOLOGIA";2010-06-01 00:00:00;"010/09.1"
"34";15140254000182;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"3420";"TOMOGRAFIA COMPUTADORIZADA";2000-11-01 01:00:00;"010/09.1"
"35";15140254000182;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"3320";"ULTRASSONOGRAFIA";2000-11-01 01:00:00;"010/09.1"
"36";15140254000182;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"5600";"UROLOGIA";2000-11-01 01:00:00;"010/09.1"
