"";"CODIGO";"NOME";"ESPECIALIDADE";"C_201601_BN";"C_201601_QUANTIDADE";"C_201601_REVISAO";"C_201601_VALOR";"C_201602_BN";"C_201602_QUANTIDADE";"C_201602_REVISAO";"C_201602_VALOR";"C_201603_BN";"C_201603_QUANTIDADE";"C_201603_REVISAO";"C_201603_VALOR";"C_201604_BN";"C_201604_QUANTIDADE";"C_201604_REVISAO";"C_201604_VALOR";"C_201605_BN";"C_201605_QUANTIDADE";"C_201605_REVISAO";"C_201605_VALOR";"C_201606_BN";"C_201606_QUANTIDADE";"C_201606_REVISAO";"C_201606_VALOR";"C_201607_BN";"C_201607_QUANTIDADE";"C_201607_REVISAO";"C_201607_VALOR";"C_201608_BN";"C_201608_QUANTIDADE";"C_201608_REVISAO";"C_201608_VALOR";"C_201609_BN";"C_201609_QUANTIDADE";"C_201609_REVISAO";"C_201609_VALOR";"C_201610_BN";"C_201610_QUANTIDADE";"C_201610_REVISAO";"C_201610_VALOR";"C_201611_BN";"C_201611_QUANTIDADE";"C_201611_REVISAO";"C_201611_VALOR";"C_201612_BN";"C_201612_QUANTIDADE";"C_201612_REVISAO";"C_201612_VALOR";"C_201701_BN";"C_201701_QUANTIDADE";"C_201701_REVISAO";"C_201701_VALOR";"C_201702_BN";"C_201702_QUANTIDADE";"C_201702_REVISAO";"C_201702_VALOR";"C_201703_BN";"C_201703_QUANTIDADE";"C_201703_REVISAO";"C_201703_VALOR";"C_201704_BN";"C_201704_QUANTIDADE";"C_201704_REVISAO";"C_201704_VALOR";"C_201705_BN";"C_201705_QUANTIDADE";"C_201705_REVISAO";"C_201705_VALOR";"C_201706_BN";"C_201706_QUANTIDADE";"C_201706_REVISAO";"C_201706_VALOR";"C_201707_BN";"C_201707_QUANTIDADE";"C_201707_REVISAO";"C_201707_VALOR";"C_201708_BN";"C_201708_QUANTIDADE";"C_201708_REVISAO";"C_201708_VALOR";"C_TOTAL_2017_BN";"C_TOTAL_2017_QUANTIDADE";"C_TOTAL_2017_REVISAO";"C_TOTAL_2017_VALOR";"MAIORES_ESP"
"11";594231;"HOSPITAL EMEC";"PATOLOGIA CLÍNICA";286;11199;0;113467,42;387;11900;9,24;132108,9;415;11014;63,14;108878,22;484;16637;0;222630,76;570;25506;0;394887,68;327;14014;0;190401,86;149;8990;0;88726,44;138;5314;0;50238,32;165;7786;0;54107,24;130;6483;233,2;41707,6;78;5515;0;32222,3;104;6614;0;38116,76;86;6440;158,84;37360,18;74;4982;438,24;27880,6;92;4957;0;27324;87;4220;6169,68;23627,78;142;6525;0;39769,62;154;7767;0;49312,12;202;8788;0;62802,52;241;8272;0;66308,66;1078;51951;6766,76;334385,48;""
"12";594231;"HOSPITAL EMEC";"CIRURGIA ENDOCRINOLOGICA";2;6;0;32053,79;2;0;12,98;0;1;2;0;9550,02;5;10;0;47750,1;3;6;0;28650,06;3;6;0;28650,06;3;6;0;28650,06;3;6;0;28650,06;7;14;0;63358,92;4;8;0;38200,08;1;2;0;9550,02;4;8;0;38200,08;2;4;0;19100,04;NA;NA;NA;NA;5;10;0;47750,1;NA;NA;NA;NA;8;16;0;79810,38;3;6;0;28650,06;2;4;0;19100,04;6;12;0;63178,64;26;52;0;257589,26;""
"13";594231;"HOSPITAL EMEC";"MASTOLOGIA (INCLUINDO CIRURGIA DE MAMA)";10;30;0;22153,55;6;12;0;14309,01;16;53;0;26906,32;7;26;0;12156,34;6;22;0;15337,06;10;30;0;19738,46;12;29;0;18633,28;13;48;0;29713,94;10;37;0;19033,86;7;25;0;13017,76;7;29;0;11730,12;8;32;0;18848,93;10;30;0;20043,24;12;46;0;27395,94;9;30;0;18157,23;9;34;0;19863,94;10;41;0;18365,98;13;44;0;26794,78;8;39;0;21639,57;5;22;0;9684;76;286;0;161944,68;""
"14";594231;"HOSPITAL EMEC";"OTORRINOLARINGOLOGIA";14;38;0;20588,4;11;35;0;15010,48;23;52;3069,63;24213,06;10;24;0;12592,41;21;45;0;18630,28;12;30;0;16135,89;18;35;0;17324,75;19;36;0;20396,05;8;19;0;8041,55;12;22;0;9037,01;13;28;0;12956,79;12;32;0;21618,32;10;26;0;10541,79;18;34;0;22196,71;21;62;0;34955,35;19;45;0;20437,74;18;30;0;10008,34;8;22;0;13763,76;15;40;3069,63;27884,49;11;23;0;10712,47;120;282;3069,63;150500,65;""
"15";594231;"HOSPITAL EMEC";"CIRURGIA DE CABEÇA E PESCOÇO";1;2;0;2313,51;6;12;0;19156,08;11;20;0;28791,67;10;20;0;37358,21;3;6;0;15446,15;7;16;0;23788,05;6;10;11071,3;8528,58;10;19;0;19823,13;11;22;0;53673,28;11;22;0;31725,22;5;8;0;7660,9;6;12;0;12817,6;12;23;0;27957,65;5;10;0;9425,7;11;21;0;15853,98;9;18;0;29366,46;12;21;0;28035,54;7;11;0;8483,84;3;5;0;3475,78;10;18;0;25270,37;69;127;0;147869,32;""
"16";594231;"HOSPITAL EMEC";"OFTALMOLOGIA";44;51;0;5587,68;73;88;0;8472,17;40;43;0;8103,67;40;50;0;13922,66;25;36;0;27478,5;75;97;0;31957,38;45;73;0;35538,33;51;83;0;32245,48;70;99;5,5;42578,84;53;83;0;32000,28;54;80;0;29728,3;74;91;0;24144,01;30;39;0;5882,98;42;53;5,5;10927,96;41;65;0;16642,14;25;34;0;4621,6;64;89;0;42317,74;45;60;0;26454,5;45;55;0;10795,86;56;68;0;23953,71;348;463;5,5;141596,49;""
"17";594231;"HOSPITAL EMEC";"PEDIATRIA";124;124;0;11532;145;145;0;13485;173;173;0;16089;157;157;0;14601;156;156;0;14508;160;161;0;14973;124;124;0;11532;203;203;0;18879;162;162;0;15066;148;148;0;13764;146;146;0;13578;181;181;0;16833;203;203;0;18879;68;68;0;6324;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;333;334;0;31062;388;392;0;36304;516;526;0;48082;1508;1523;0;140651;""
"18";594231;"HOSPITAL EMEC";"CIRURGIA PLASTICA REPARADORA";14;30;0;4297,15;13;33;0;4853,67;30;63;1268,8;19720,65;16;45;0;4460,95;18;30;0;8957,32;15;34;0;7202,97;20;46;4437,22;4781,4;16;38;0;22016,46;20;39;0;9392,82;20;51;390;13707,05;11;36;0;7888,72;17;38;0;24480,46;10;28;0;3244,67;10;26;0;6987,17;11;27;0;12065,55;10;17;0;11125,43;15;27;0;20079,77;23;47;0;21592,15;27;51;858;36000,2;14;28;0;7941,11;120;251;858;119036,05;""
"19";594231;"HOSPITAL EMEC";"DERMATOLOGIA CLÍNICO - CIRÚRGICA";45;218;988,65;18480,08;74;330;985,27;19491,72;103;458;0;20491,01;71;223;554,32;10016,5;61;114;0;10824,86;85;180;0;13962,41;64;150;-62,4;11575,61;64;212;0;12178,68;78;247;0;14403,76;33;102;0;3586,3;30;28;0;7339,46;45;46;0;6286,6;47;43;949,78;6053,2;65;68;288,34;12736,46;83;84;0;17036,26;78;78;0;12547,6;82;85;0;23568,38;73;77;0;21291,12;47;48;0;9531,1;87;89;0;15904,8;562;572;1238,12;118668,92;""
"20";594231;"HOSPITAL EMEC";"ANGIOLOGIA - CIRURGIA VASCULAR E LINFÁTICA";20;36;0;6074,78;18;28;104;7344,59;22;35;-221;11300,61;21;48;0;10841,23;27;50;0;11456,63;20;42;0;5917,6;31;58;0;4976,4;25;54;0;18669,72;31;71;0;29386,16;31;70;130;14186,01;28;54;0;13325,1;23;47;0;11966,41;33;65;767;19031,19;28;64;0;19839,44;28;48;0;9473;33;62;195;22295,19;16;36;0;3959,86;28;49;0;14821,24;29;49;0;9360,27;28;56;0;11715,72;223;429;962;110495,91;""
"21";594231;"HOSPITAL EMEC";"ENDOSCOPIA DIGESTIVA ";17;17;0;6924,35;22;20;1902,58;4927,85;26;30;0;14082,26;16;17;0;6601,21;20;23;0;7584,01;23;23;0;13749,26;16;18;0;13567,93;14;13;0;2727,27;26;28;0;7082,27;17;18;0;6896,22;28;33;0;12344,08;22;22;0;14995,3;23;22;0;7491,8;20;22;0;15371,22;20;21;0;17072,3;23;20;260;11681,05;24;25;0;11421,55;25;26;0;9979,59;27;28;0;7648,88;32;34;0;8803,17;194;198;260;89469,56;""
"22";594231;"HOSPITAL EMEC";"RADIODIAGNÓSTICO";206;463;0;7531,48;207;421;0;7292,49;316;547;0;24589,33;274;507;18,21;8489,57;262;474;0;7603,2;238;433;0;16982,33;301;573;0;9160,02;254;407;0;6921,84;231;430;0;6993,53;213;475;45,13;18082,21;292;562;0;9272,3;364;595;0;9162,23;199;501;17,9;8344,06;206;463;26,92;7720,09;258;511;0;8315,88;260;468;663,35;7884,65;276;521;0;8443,95;292;610;0;20165,43;294;566;0;9253,3;368;632;0;10470,72;2153;4272;708,17;80598,08;""
"23";594231;"HOSPITAL EMEC";"NUTRIÇÃO PARENTERAL E ENTERAL";20;244;0;10972;16;189;0;7748;15;218;0;8892;12;191;0;8216;13;161;0;7202;12;186;0;8866;18;174;0;8450;13;63;0;3640;25;182;0;9971;20;251;0;10140;20;211;0;9763;18;203;0;9672;17;225;0;8905;17;216;0;9152;20;252;0;10816;21;189;1352;7384;17;302;0;11531;23;344;0;11575,2;19;219;0;6643;14;185;0;6032;148;1932;1352;72038,2;""
"24";594231;"HOSPITAL EMEC";"ELETROENCEFALOGRAFIA  E NEUROFISIOLOGIA CLÍNICA";33;50;0;5772;44;74;0;7852;57;84;0;9568;37;63;0;6266;60;111;0;10946;46;79;0;7826;53;92;0;9256;48;84;0;8944;60;93;0;10270;49;87;0;8970;24;42;0;4212;28;44;0;4680;48;76;0;8112;48;80;0;8320;48;81;0;8502;38;59;0;6474;44;83;0;8138;44;75;0;7826;49;76;0;8112;73;115;0;12506;392;645;0;67990;""
"25";594231;"HOSPITAL EMEC";"ANESTESIOLOGIA";79;78;0;5070;84;83;0;5486;116;116;0;7696;84;83;0;5395;121;119;0;7916;111;111;0;7260,5;110;110;0;7195,5;131;130;0;8495;114;113;110;7345;101;101;0;6565;127;127;0;8255;75;76;0;5111,26;118;118;0;7670;103;101;331,5;6565;153;153;0;9945;106;106;0;7061,26;152;151;0;9815;92;92;0;5980;130;129;0;8727,52;117;117;0;7947,52;971;967;331,5;63711,3;""
"26";594231;"HOSPITAL EMEC";"CIRURGIA DA MAO";7;20;0;6749,61;7;17;0;8024,35;4;8;0;6011,99;7;13;0;6858,52;6;14;0;5546,9;4;7;0;3728,85;6;12;0;2997,98;3;6;0;4850,51;3;6;0;3858,85;3;6;0;2208,88;4;8;0;3135,01;7;17;0;10102;3;6;0;3855,94;4;8;0;3586,46;3;6;0;5691,49;6;10;0;5319,13;12;23;0;14092,07;6;12;0;7875,69;8;14;0;7134,94;4;9;0;1733,59;46;88;0;49289,31;""
"27";594231;"HOSPITAL EMEC";"TISIOPNEUMOLOGIA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;46;46;0;2728;114;114;0;6666;41;41;0;2479,4;30;30;0;1669,8;95;96;0;5748,6;43;43;0;2648,8;43;43;0;2635,6;43;43;0;2602,6;97;97;0;5975,2;96;96;0;5913,6;87;87;0;5346;43;43;0;2648,8;110;110;0;6776;133;133;0;8146,6;652;652;0;40044,4;""
"28";594231;"HOSPITAL EMEC";"CIRURGIA TORACICA";2;4;0;2158,64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;6;0;3237,96;2;5;0;1274,32;2;6;0;2564,24;NA;NA;NA;NA;1;0;67,6;0;NA;NA;NA;NA;1;4;0;2158,64;NA;NA;NA;NA;2;1;0;52;2;3;0;2735,21;2;2;0;1079,32;3;4;1157,9;2315,8;1;3;0;655,12;5;5;0;16973,3;2;3;0;13305,17;4;5;0;1981,38;21;26;1157,9;39097,3;""
"29";594231;"HOSPITAL EMEC";"CARDIOLOGIA";23;44;0;2258,1;15;31;0;1647,1;27;63;0;3914,3;28;91;0;3792,1;27;50;0;3318,9;42;65;0;4474,6;40;72;0;3888,3;31;48;0;3393;52;87;0;5482,1;38;69;15,6;3811,6;39;72;0;4617,6;37;74;0;3798,6;41;63;0;4352,4;35;53;31,2;3229,2;37;57;0;3919,5;35;45;335,4;2862,6;41;113;0;6113,9;43;92;0;4355;48;96;0;5350,8;31;61;0;3504,8;311;580;366,6;33688,2;""
"30";594231;"HOSPITAL EMEC";"CIRURGIA PEDIATRICA";3;6;0;3026,78;1;2;0;1855,02;2;4;0;2125,42;4;8;0;6724,88;3;6;0;5785,98;4;7;0;5454,78;4;7;0;4860,94;1;1;0;20,8;7;12;0;6436,93;2;3;0;1907,02;5;10;0;5805,72;3;6;0;4408,6;2;4;0;2553,58;1;2;0;698,56;4;8;0;4357,38;2;4;0;3014,84;5;9;0;6056,08;6;11;0;7635,44;4;8;0;3559,04;1;2;0;1855,02;25;48;0;29729,94;""
"31";594231;"HOSPITAL EMEC";"ANATOMIA PATOLÓGICA E CITOPATOLOGIA";618;1470;400,4;86314,8;657;1583;114,4;96985,2;960;2283;0;140119,2;733;1737;286;106802,8;783;1888;0;112127,6;954;2127;0;133130,4;662;1501;286;95248,4;1038;2397;0;143639,6;378;894;0;52228,8;91;152;0;8694,4;65;104;0;5948,8;87;171;0;9781,2;90;164;400,4;9380,8;86;148;228,8;8465,6;97;180;0;10296;4;12;0;686,4;3;4;0;228,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;280;508;629,2;29057,6;""
"32";594231;"HOSPITAL EMEC";"ENDOCRINOLOGIA";3;3;0;165;3;3;0;165;19;19;0;1045;17;17;0;935;18;18;0;990;17;17;0;935;19;19;0;1045;32;32;0;1760;26;26;0;1430;33;33;0;1815;37;37;0;2035;33;33;0;1853;23;23;0;1265;33;33;0;1815;43;42;0;2310;35;35;0;1925;28;28;0;1540;56;56;0;3080;30;30;0;1650;56;56;0;3080;304;303;0;16665;""
"33";594231;"HOSPITAL EMEC";"ENDOSCOPIA PERORAL";2;4;0;1974,78;NA;NA;NA;NA;1;2;0;987,39;2;4;0;1974,78;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;8;0;3949,56;NA;NA;NA;NA;1;2;0;987,39;NA;NA;NA;NA;2;4;0;1974,78;3;6;0;2962,17;1;2;0;987,39;1;2;0;987,39;2;4;0;1974,78;1;2;0;987,39;1;2;0;987,39;3;4;0;1974,78;3;6;0;2962,17;15;28;0;13823,46;""
"34";594231;"HOSPITAL EMEC";"NEFROLOGIA";2;11;0;858;2;6;0;702;5;14;0;1170;2;15;0;1794;3;19;0;2574;5;11;0;1066;7;25;0;2600;2;4;0;520;9;29;0;2594,8;3;10;0;936;6;26;0;2262;10;18;0;1872;8;19;0;1872;4;6;104;468;4;4;0;624;4;3;806;468;NA;NA;NA;NA;6;16;0;1326;3;10;0;780;1;7;0;546;30;65;910;6084;""
"35";594231;"HOSPITAL EMEC";"HEMOTERAPIA";5;5;0;15,4;5;5;0;11,88;4;7;0;253,4;5;5;0;12,76;9;9;0;38,28;4;4;0;10,56;3;2;0;4,4;1;1;0;44;2;2;0;13,2;2;1;6,6;44;3;2;0;50,6;NA;NA;NA;NA;2;2;0;8,8;3;2;258,5;8,8;2;2;0;8,8;2;2;0;13,2;NA;NA;NA;NA;2;2;0;8,8;6;6;0;32,56;1;32;0;530,2;18;48;258,5;611,16;""
"36";594231;"HOSPITAL EMEC";"RADIOTERAPIA";NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;130;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;130;NA;NA;NA;NA;2;2;0;130;""
"37";594231;"HOSPITAL EMEC";"MEDICINA NUCLEAR";NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;0;0;2;0;0;0;2;0;0;0;9;1;0;31,2;3;0;0;0;18;1;0;31,2;""
"38";594231;"HOSPITAL EMEC";"Não Identificado";3;3;0;0;3;5;0;0;4;25;0;0;4;6;0;0;10;128;0;0;10;15;0;0;11;32;0;0;41;759;0;0;24;540;0;0;3;2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;""
"39";594231;"HOSPITAL EMEC";"QUIMIOTERAPIA DO CÂNCER (CANCEROLOGIA)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;0;0;""
"40";594231;"HOSPITAL EMEC";"CIRURGIA CARDÍACA-HEMODINÂMICA (CARDIOVASCULAR)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;0;292,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;""
"41";594231;"HOSPITAL EMEC";"CLINICA MEDICA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;""
"42";594231;"HOSPITAL EMEC";"HEPATOLOGIA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;130;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;""
