"";"CODIGO";"NOME";"ESPECIALIDADE";"ITEM";"GRUPO";"C_201601_BN";"C_201601_QUANTIDADE";"C_201601_REVISAO";"C_201601_VALOR";"C_201602_BN";"C_201602_QUANTIDADE";"C_201602_REVISAO";"C_201602_VALOR";"C_201603_BN";"C_201603_QUANTIDADE";"C_201603_REVISAO";"C_201603_VALOR";"C_201604_BN";"C_201604_QUANTIDADE";"C_201604_REVISAO";"C_201604_VALOR";"C_201605_BN";"C_201605_QUANTIDADE";"C_201605_REVISAO";"C_201605_VALOR";"C_201606_BN";"C_201606_QUANTIDADE";"C_201606_REVISAO";"C_201606_VALOR";"C_201607_BN";"C_201607_QUANTIDADE";"C_201607_REVISAO";"C_201607_VALOR";"C_201608_BN";"C_201608_QUANTIDADE";"C_201608_REVISAO";"C_201608_VALOR";"C_201609_BN";"C_201609_QUANTIDADE";"C_201609_REVISAO";"C_201609_VALOR";"C_201610_BN";"C_201610_QUANTIDADE";"C_201610_REVISAO";"C_201610_VALOR";"C_201611_BN";"C_201611_QUANTIDADE";"C_201611_REVISAO";"C_201611_VALOR";"C_201612_BN";"C_201612_QUANTIDADE";"C_201612_REVISAO";"C_201612_VALOR";"C_201701_BN";"C_201701_QUANTIDADE";"C_201701_REVISAO";"C_201701_VALOR";"C_201702_BN";"C_201702_QUANTIDADE";"C_201702_REVISAO";"C_201702_VALOR";"C_201703_BN";"C_201703_QUANTIDADE";"C_201703_REVISAO";"C_201703_VALOR";"C_201704_BN";"C_201704_QUANTIDADE";"C_201704_REVISAO";"C_201704_VALOR";"C_201705_BN";"C_201705_QUANTIDADE";"C_201705_REVISAO";"C_201705_VALOR";"C_201706_BN";"C_201706_QUANTIDADE";"C_201706_REVISAO";"C_201706_VALOR";"C_201707_BN";"C_201707_QUANTIDADE";"C_201707_REVISAO";"C_201707_VALOR";"C_201708_BN";"C_201708_QUANTIDADE";"C_201708_REVISAO";"C_201708_VALOR";"C_TOTAL_2017_BN";"C_TOTAL_2017_QUANTIDADE";"C_TOTAL_2017_REVISAO";"C_TOTAL_2017_VALOR";"MAIORES_ESP";"MAIORES_ITS"
"11";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"Consulta Ou Sessão De Fonoaudiologia Em Internação Hospitalar";"Honorários";19;98;-110;6985;15;161;0;10560;25;196;0;13255;21;186;0;10238,52;17;178;0;9791,44;20;177;-493,92;9738,12;16;244;0;13425,4;17;177;0;9737,52;15;109;-329,28;5995;20;167;0;9191,36;20;161;0;8857,4;28;191;0;10506,44;21;251;-714,04;13805,48;26;177;0;9737,64;35;240;1980,12;13204,44;17;143;0;7868,48;20;154;0;8470;16;128;0;7040;24;220;0;12100;28;208;0;11440;187;1521;1266,08;83666,04;"X";"X"
"12";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"Ortopedia /Traumatologia   - Consulta Ambulatorial";"Consulta  Eletiva";41;41;0;2665;100;100;0;6500;141;140;0;9100;121;120;0;7800;154;154;0;10010;120;121;0;7865;150;150;0;9740;164;165;0;10725;168;169;0;10985;134;136;0;8840;155;155;0;10075;149;148;0;9620;137;137;0;8905;129;127;0;8255;149;148;0;9620;158;158;0;10270;129;129;0;8385;153;151;0;9815;101;101;0;6565;207;211;0;13715;1163;1162;0;75530;"X";"X"
"13";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"Urologia   - Consulta Ambulatorial";"Consulta  Eletiva";76;75;0;4875;121;121;0;7865;130;130;0;8450;121;119;0;7735;139;139;0;9035;90;90;0;5850;135;135;0;8775;126;126;0;8190;145;142;0;9230;105;104;0;6760;162;162;0;10530;136;135;0;8775;96;95;65;6175;128;126;130;8190;174;175;0;11375;112;111;0;7215;144;143;0;9295;102;102;0;6630;131;130;0;8450;199;201;0;13065;1086;1083;195;70395;"X";""
"14";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"Cirurgia Geral - Consulta Ambulatorial";"Consulta  Eletiva";80;77;0;5005;108;107;0;6955;124;124;0;8060;110;110;0;7150;107;107;0;6955;114;114;0;7410;148;147;0;9555;140;140;0;9100;113;108;0;7020;129;128;0;8320;151;151;0;9815;87;86;0;5590;103;102;0;6630;76;73;0;4745;125;126;0;8190;106;104;0;6760;96;94;0;6110;114;115;0;7475;93;90;0;5850;144;144;0;9360;857;848;0;55120;"X";""
"15";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"FORT E - 100 mg. cx. 100 caps.";"Medicamento Comum";6;30;0;1950;4;21;0;1365;11;48;0;3965;19;93;0;7150;10;24;0;1690;7;32;0;2080;10;31;0;2665;7;30;0;2015;3;22;0;1430;9;17;0;1300;11;38;0;3445;13;77;0;5070;9;66;0;4290;15;55;0;3640;13;62;780;4160;11;32;0;2340;20;164;0;12285;23;90;0;6565;23;92;0;6565;15;42;0;2990;129;603;780;42835;"X";""
"16";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"PIROXINID - 10  mg.  cx.  1  bl.  x  15  caps.";"Medicamento Comum";28;28;0;1820;43;43;0;2795;70;69;0;4485;68;67;0;4355;65;65;0;4225;77;77;0;5005;63;63;0;4095;77;77;0;5005;86;86;0;5590;72;71;0;4615;72;72;0;4680;64;64;0;4160;30;29;0;1885;64;63;65;4095;74;73;0;4745;58;58;0;3770;68;67;0;4355;69;69;0;4485;56;56;0;3640;89;91;0;5915;508;506;65;32890;"X";""
"17";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"QIFTRIM - 400/80 mg 20 caps.";"Medicamento Comum";20;20;0;1300;35;35;0;2275;52;49;0;3185;70;70;0;4550;55;55;0;3575;36;36;0;2340;74;74;0;4810;47;47;0;3055;37;37;0;2405;72;72;0;4680;50;50;0;3250;37;37;0;2405;130;126;195;8190;54;54;0;3510;56;56;0;3640;64;64;0;4160;58;58;0;3770;45;45;0;2925;48;48;0;3120;53;53;0;3445;508;504;195;32760;"X";""
"18";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"SUTENT (ICMS 0%) - 12.5 mg. 28 caps.";"Medicamento Comum";18;55;0;5785;12;54;0;4810;16;33;0;2600;16;26;0;1885;15;27;0;2535;16;42;0;3250;20;32;0;2405;23;63;0;5395;21;37;0;2925;24;47;2990;3185;23;42;0;3250;19;30;0;2015;17;33;0;2405;19;39;0;2665;17;24;260;1625;18;44;0;3380;15;41;0;2665;14;42;0;2925;19;70;0;4745;16;73;0;5720;135;366;260;26130;"X";""
"19";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"Angiologia - Consulta Ambulatorial";"Consulta  Eletiva";34;34;0;2210;47;47;0;3055;56;56;0;3640;45;45;0;2925;63;63;0;4095;51;50;0;3250;46;46;0;2990;41;41;0;2665;56;54;0;3510;45;45;0;2925;51;51;0;3315;45;45;0;2925;45;45;0;2925;42;42;0;2730;47;47;0;3055;36;34;0;2210;49;49;0;3185;46;45;0;2925;47;46;0;2990;68;66;0;4290;380;374;0;24310;"X";""
"20";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"CEFTAZIDON - 1000 mg. po inj. cx. 20 FA vd. inc.";"Medicamento Comum";8;7;0;455;11;11;0;715;22;22;0;1430;12;12;0;780;29;29;0;1885;33;33;0;2145;34;34;0;2210;30;30;0;1950;57;56;0;3640;54;54;0;3510;60;60;0;3900;38;38;0;2470;26;26;0;1690;28;28;0;1820;51;51;0;3315;31;30;0;1950;49;49;0;3185;66;64;0;4160;57;57;0;3705;68;69;0;4485;376;374;0;24310;"X";""
"21";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"PYLORIPAC - 7 cart. c/lanso 30 mg. + clarit. 500 mg. + amoxi 500 mg.";"Medicamento Comum";13;16;0;1170;27;48;0;3555;26;50;0;3640;14;27;0;2015;24;41;0;2990;19;34;0;2925;16;29;0;2535;21;45;0;3510;17;25;0;1885;25;38;0;3055;20;43;0;3055;22;24;0;1950;18;34;0;2600;20;28;0;2340;26;30;260;2665;24;43;0;3380;24;42;0;3315;28;41;0;3380;26;39;0;2730;17;30;0;2860;183;287;260;23270;"X";""
"22";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"Neurologia - Visita Hospitalar";"Honorários";18;26;0;1885;13;20;0;1885;19;26;0;1820;14;25;0;1755;17;24;0;1625;22;27;0;1950;16;26;0;1755;21;36;0;2860;17;24;0;1625;21;31;260;2600;21;38;0;2860;19;19;0;1365;11;12;0;910;23;36;0;3055;30;34;325;2470;21;38;0;3315;21;43;0;3185;24;44;0;3315;24;41;0;2795;27;39;0;3185;181;287;325;22230;"X";""
"23";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"ISKEMIL - 6 mg. 20 caps.";"Medicamento Comum";22;22;0;1430;21;21;0;1365;33;32;0;2080;24;23;0;1495;63;63;0;4095;21;21;0;1365;21;21;0;1365;48;48;0;3120;39;38;0;2470;18;18;0;1170;26;26;0;1690;36;36;0;2340;31;28;65;1820;20;19;65;1235;42;43;0;2795;38;37;0;2405;46;45;0;2925;46;44;0;2860;38;38;0;2470;38;38;0;2470;299;292;130;18980;"X";""
"24";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"Unidade De Terapia Intensiva - Diaria Associada";"Pacote Misto";NA;NA;NA;NA;NA;NA;NA;NA;3;3;0;3492,96;4;4;0;4657,28;3;2;0;2328,64;2;2;0;2328,64;1;1;0;1164,32;1;1;0;1164,32;3;4;0;4657,28;1;1;0;1164,32;1;1;0;1164,32;2;2;0;2328,64;1;2;0;2328,64;1;1;0;1164,32;2;2;0;2328,64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;0;6985,92;2;2;0;2328,64;12;13;0;15136,16;"X";""
"25";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"LUDIOMIL - 75 mg. 20 ce";"Medicamento Comum";23;23;0;1495;27;27;0;1755;34;34;0;2210;24;24;0;1560;27;27;0;1755;30;30;0;1950;20;20;0;1300;32;32;0;2080;19;18;0;1170;33;32;0;2080;13;13;0;845;32;32;0;2080;21;21;0;1365;26;26;0;1690;25;25;0;1625;21;21;0;1365;29;29;0;1885;24;24;0;1560;28;28;0;1820;8;7;0;455;182;181;0;11765;"X";""
"26";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"Ortopedia / Traumatologia - Visita Hospitalar";"Honorários";7;9;0;715;4;8;0;845;7;10;0;715;9;14;0;910;4;7;0;455;5;16;0;1170;17;35;0;2340;5;41;0;2665;8;17;0;1300;7;10;0;650;6;23;0;1690;8;21;0;2015;6;12;0;1105;7;8;0;520;8;10;130;650;7;14;0;975;9;21;0;1690;11;27;0;2080;7;14;0;1430;11;27;0;1768;66;133;130;10218;"X";""
"27";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"Pneumologia - Visita Hospitalar";"Honorários";3;3;0;260;4;5;0;390;8;8;0;715;12;12;0;1040;11;13;0;975;16;21;0;1430;13;18;0;1170;10;15;0;1235;11;16;0;1495;9;10;130;845;10;13;0;935;11;7;0;455;6;7;0;520;7;9;0;715;18;17;325;1170;9;10;0;845;17;18;0;1495;23;24;0;2015;15;20;0;1430;11;13;0;975;106;118;325;9165;"X";""
"28";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"Gastroenterologia - Visita Hospitalar";"Honorários";2;2;0;130;7;10;0;910;4;6;0;455;13;19;0;1495;3;3;0;195;7;8;0;520;12;16;0;1235;10;13;0;845;7;7;0;520;14;17;0;1235;13;20;0;1430;9;13;0;1170;8;14;0;910;5;5;0;520;5;6;65;585;8;9;0;715;12;21;0;1625;13;14;0;975;10;13;0;1040;16;24;0;1885;77;106;65;8255;"X";""
"29";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"BAND AID - Spray anti-septico 20 mg/ml - 50 ml";"Medicamento Comum";15;19;0;1430;5;5;0;390;19;32;0;2470;12;20;0;1560;6;10;0;650;8;11;0;910;7;7;0;455;7;13;0;975;10;12;0;1040;10;13;0;910;5;5;0;390;8;6;0;455;4;7;0;585;5;7;0;455;15;15;195;1105;5;6;0;390;10;14;0;910;6;13;0;910;10;19;0;1235;14;22;0;1820;69;103;195;7410;"X";""
"30";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"Neurocirurgia   - Consulta Ambulatorial";"Consulta  Eletiva";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;12;0;780;21;21;0;1365;6;6;0;390;26;25;0;1625;18;18;0;1170;12;12;0;780;13;13;0;845;108;107;0;6955;"X";""
"31";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"Mastologia   - Consulta Ambulatorial";"Consulta  Eletiva";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;13;0;845;6;6;0;390;18;18;0;1170;15;15;0;975;19;19;0;1235;14;14;0;910;12;12;0;780;7;6;0;390;12;12;0;780;5;5;0;325;14;13;0;845;12;12;0;780;5;5;0;325;19;19;0;1235;86;84;0;5460;"X";""
"32";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"ANCORON - Sol. inj. 6 x 3 ml.";"Medicamento Comum";76;144;0;4894,56;42;44;0;2549,9;88;188;0;5707,9;78;193;0;4978,56;81;81;0;5140,96;73;118;0;4631,02;81;103;0;5268,54;73;105;0;4716,32;62;71;0;3994,8;27;63;0;1676,22;19;20;0;1113,94;11;175;0;893,62;17;69;0;949,86;14;54;0;843,14;13;41;0;804,4;15;24;0;877,78;11;122;0;673,66;5;28;0;207,48;6;126;0;437,5;10;39;0;426,32;91;503;0;5220,14;"X";""
"33";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"Infectologia - Visita Hospitalar";"Honorários";2;3;0;325;4;4;0;325;2;2;0;130;4;4;0;325;4;4;0;260;3;4;0;260;5;5;0;390;6;8;0;520;2;2;0;130;5;5;0;325;5;6;0;455;6;7;0;520;3;3;0;195;5;5;0;390;7;6;65;455;5;5;0;325;7;16;0;1040;8;8;0;715;8;10;0;845;14;16;0;1170;57;69;65;5135;"X";""
"34";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"TENAFLOX - 500 mg. sol. inj. FA plast. x 100 ml";"Medicamento Comum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;0;195;3;5;0;325;6;11;0;715;2;7;0;455;3;8;0;520;4;8;0;520;6;15;0;1235;7;16;0;1365;8;16;0;1170;3;9;0;585;2;5;0;325;7;12;390;780;6;11;0;780;4;14;0;1105;4;7;0;585;2;2;0;195;2;5;0;650;30;65;390;5005;"X";""
"35";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"Cirurgia Plastica Reparadora - Consulta Ambulatorial";"Consulta  Eletiva";8;8;0;520;1;1;0;65;10;10;0;650;3;3;0;195;8;8;0;520;5;5;0;325;9;9;0;585;13;13;0;845;8;8;0;520;8;8;0;520;4;4;0;260;2;2;0;130;3;3;0;195;4;4;0;260;11;11;0;715;2;2;0;130;5;5;0;325;5;5;0;325;4;4;0;260;19;19;0;1235;53;53;0;3445;"X";""
"36";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"LIBRAMICINA - 500 mg. cx. 1 FA";"Medicamento Comum";NA;NA;NA;NA;5;5;0;380;NA;NA;NA;NA;2;2;0;130;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;0;520;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;65;1;1;0;65;1;1;0;130;NA;NA;NA;NA;1;4;0;520;4;4;0;260;6;20;0;1300;2;8;0;520;2;9;0;585;17;47;0;3380;"X";""
"37";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"ANAEROCID - 20 mg/g creme vag. bisn. 20 g + 3 aplic.";"Medicamento Comum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;12;0;845;2;2;0;130;1;3;0;195;1;1;0;65;2;9;0;650;1;2;0;130;5;5;0;325;4;5;0;325;24;39;0;2665;"X";""
"38";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"MELOCOX - 10 mg/ml sol. inj. 5 amps. x 1,5 ml";"Medicamento Comum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;65;1;1;0;65;4;4;0;260;3;3;0;195;8;7;0;455;4;4;0;260;NA;NA;NA;NA;5;5;0;325;6;6;0;390;NA;NA;NA;NA;30;29;0;1885;"X";""
"39";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"Otorrinolaringologia - Visita Hospitalar";"Honorários";1;1;0;65;2;2;0;195;NA;NA;NA;NA;1;1;0;130;1;1;0;65;3;3;0;195;1;0;0;0;7;7;0;585;1;1;0;65;3;2;260;195;7;7;0;520;2;1;0;65;2;2;0;130;7;7;0;520;4;2;65;130;1;1;0;65;2;6;0;390;5;5;0;325;1;1;0;65;3;4;0;260;25;28;65;1885;"X";""
"40";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"Cirurgia de Cabeça e Pescoço  - Consulta Ambulatorial";"Consulta  Eletiva";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;65;4;4;0;260;3;3;0;195;9;9;0;585;10;10;0;650;27;27;0;1755;"X";""
"41";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";"CONSULTAS";"ALFAINTERFERONA (ICMS 0%) - 5.000.000 UI ml po liof. inj. 5 FA vd. + amp. dil.";"Medicamento Comum";3;3;0;260;NA;NA;NA;NA;3;4;0;390;2;2;0;130;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;65;1;2;0;130;1;1;0;65;2;2;0;130;NA;NA;NA;NA;NA;NA;NA;NA;3;3;0;195;4;4;0;325;NA;NA;NA;NA;1;2;0;130;1;2;0;130;2;2;0;130;2;2;0;130;3;3;0;260;16;18;0;1300;"X";""
