"";"CODIGO";"NOME";"ESPECIALIDADE";"C_201601_BN";"C_201601_QUANTIDADE";"C_201601_REVISAO";"C_201601_VALOR";"C_201602_BN";"C_201602_QUANTIDADE";"C_201602_REVISAO";"C_201602_VALOR";"C_201603_BN";"C_201603_QUANTIDADE";"C_201603_REVISAO";"C_201603_VALOR";"C_201604_BN";"C_201604_QUANTIDADE";"C_201604_REVISAO";"C_201604_VALOR";"C_201605_BN";"C_201605_QUANTIDADE";"C_201605_REVISAO";"C_201605_VALOR";"C_201606_BN";"C_201606_QUANTIDADE";"C_201606_REVISAO";"C_201606_VALOR";"C_201607_BN";"C_201607_QUANTIDADE";"C_201607_REVISAO";"C_201607_VALOR";"C_201608_BN";"C_201608_QUANTIDADE";"C_201608_REVISAO";"C_201608_VALOR";"C_201609_BN";"C_201609_QUANTIDADE";"C_201609_REVISAO";"C_201609_VALOR";"C_201610_BN";"C_201610_QUANTIDADE";"C_201610_REVISAO";"C_201610_VALOR";"C_201611_BN";"C_201611_QUANTIDADE";"C_201611_REVISAO";"C_201611_VALOR";"C_201612_BN";"C_201612_QUANTIDADE";"C_201612_REVISAO";"C_201612_VALOR";"C_201701_BN";"C_201701_QUANTIDADE";"C_201701_REVISAO";"C_201701_VALOR";"C_201702_BN";"C_201702_QUANTIDADE";"C_201702_REVISAO";"C_201702_VALOR";"C_201703_BN";"C_201703_QUANTIDADE";"C_201703_REVISAO";"C_201703_VALOR";"C_201704_BN";"C_201704_QUANTIDADE";"C_201704_REVISAO";"C_201704_VALOR";"C_201705_BN";"C_201705_QUANTIDADE";"C_201705_REVISAO";"C_201705_VALOR";"C_201706_BN";"C_201706_QUANTIDADE";"C_201706_REVISAO";"C_201706_VALOR";"C_201707_BN";"C_201707_QUANTIDADE";"C_201707_REVISAO";"C_201707_VALOR";"C_201708_BN";"C_201708_QUANTIDADE";"C_201708_REVISAO";"C_201708_VALOR";"C_TOTAL_2017_BN";"C_TOTAL_2017_QUANTIDADE";"C_TOTAL_2017_REVISAO";"C_TOTAL_2017_VALOR";"MAIORES_ESP"
"11";779689;"HBA - HOSPITAL DA BAHIA";"PATOLOGIA CLÍNICA";323;25929;5023,26;176646,4;313;28327;1444,96;192693,99;320;32551;357,28;219907,13;348;26031;0;174998,72;344;31447;0;211846,11;357;33553;-285,56;225244,36;338;33453;62,26;231202,4;355;31672;1296,46;212006,27;334;28271;1014,64;192419,06;348;31082;865,48;209720,72;282;25291;1110,56;164955,75;336;24445;2052,38;162247,6;346;26188;28527,65;177823;322;30138;2710,84;210135,29;391;32998;2861,1;222213,86;287;20865;11578,16;139104,9;379;32613;656,92;216535,16;359;32000;-1153,24;212071,36;311;27138;2430,12;180083,17;380;34459;961,62;223673,56;2775;236399;48573,17;1581640,3;""
"12";779689;"HBA - HOSPITAL DA BAHIA";"ENDOSCOPIA DIGESTIVA ";207;235;0;122061,71;152;191;997,91;114116,46;277;346;0;167963,72;270;318;0;164645,82;234;284;0;174407,44;355;445;1207,21;226046,85;462;565;0;190743,15;326;386;209,79;181885,75;291;354;339,79;171232,21;295;341;0;178867,64;301;389;0;169446,81;432;502;0;226576,96;224;264;14598,07;128765,46;266;324;260;133385,75;360;452;0;239177,53;228;266;759,37;127425,85;260;310;0;166059,06;279;356;0;181248,93;442;539;0;241819,8;323;404;0;194991,01;2382;2915;15617,44;1412873,39;""
"13";779689;"HBA - HOSPITAL DA BAHIA";"RESSONÂNCIA MAGNÉTICA";219;270;0;133021,58;191;245;511,28;118322,76;211;270;0;133279,45;203;262;0;127625,82;221;272;0;133007;188;241;658,5;117279,04;177;219;0;107564,29;221;287;482,8;142030,15;198;248;0;122984,8;200;246;482,8;120938,48;216;272;0;134289,69;166;190;0;94701,56;189;239;4266;117217,28;138;183;0;89187,86;158;203;0;99429,62;208;266;2720,32;132500,52;97;118;0;58671,56;238;289;0;141882,92;202;248;0;120523,92;311;377;482,8;183956,92;1541;1923;7469,12;943370,6;""
"14";779689;"HBA - HOSPITAL DA BAHIA";"RADIOTERAPIA";11;728;0;59030,4;5;264;0;18010,2;1;7;0;436,8;6;603;0;37627,2;4;577;0;42931,2;4;568;0;49147,8;10;1489;0;114524,8;5;984;0;74880;6;927;0;72477,6;6;849;0;63754,6;3;411;0;35692,8;4;817;0;64568,4;4;760;13540,8;59758,4;2;580;0;44686,2;4;447;0;34205,6;8;1713;0;127108,8;3;478;0;36480,6;5;1179;0;84190,6;8;1836;0;142040,6;11;1656;0;123983,6;45;8649;13540,8;652454,4;""
"15";779689;"HBA - HOSPITAL DA BAHIA";"ULTRA-SONOGRAFIA";263;480;498,9;57781,2;186;285;77,07;32950,67;333;564;0;62801,95;435;724;0;74412,68;529;882;0;90374,48;425;687;0;66390,31;528;927;0;96974,46;550;950;0;92777,22;486;860;290,45;84066,52;504;907;69,69;90267,5;460;813;0;75570,86;347;600;0;64446,48;327;530;2007,43;51788,85;337;567;330,14;58035,12;429;712;0;71905,12;308;465;603,4;44275,86;444;753;0;76871,58;420;731;27,69;72828,62;388;668;117,42;66388,84;585;978;0;84563,32;3238;5404;3086,08;526657,31;""
"16";779689;"HBA - HOSPITAL DA BAHIA";"ANATOMIA PATOLÓGICA E CITOPATOLOGIA";296;854;0;57915;176;495;57,2;42492;360;1057;0;76719,5;309;827;114,4;61556,3;304;787;0;64644,78;452;1267;114,4;99875,1;573;1526;57,2;102843;423;960;286;63326,74;389;939;244,4;64350;369;825;114,4;58339,9;379;860;57,2;53426,67;497;1105;114,4;69872,83;313;693;5181,8;51461,8;322;856;0;66956,5;537;1365;2657,2;102940,5;274;638;228,8;48370,4;333;780;0;61377,2;280;604;-608,4;43712,5;362;989;249,6;63363,3;412;1075;78;71402,5;2833;7000;7787;509584,7;""
"17";779689;"HBA - HOSPITAL DA BAHIA";"CARDIOLOGIA";463;695;187,2;56114,5;109;201;124,8;17574,7;397;601;0;45593,6;339;529;0;44606,9;404;867;0;48352,2;942;1753;0;113357,4;474;872;0;60201,85;447;756;0;53935,7;497;772;183,3;65035,1;373;522;0;44263,23;362;516;0;47037,9;386;549;0;46242,3;315;505;2841,8;36471,5;545;995;136,5;68382,6;505;837;200,2;63515,4;300;522;821,6;30328,35;557;1012;136,5;64685,4;452;1055;-193,7;56576;520;1060;302,9;62310,5;485;1111;169;66669,2;3679;7097;4414,8;448938,95;""
"18";779689;"HBA - HOSPITAL DA BAHIA";"CIRURGIA TORACICA";9;10;0;22209,38;9;14;0;18359,75;7;8;0;25834,65;7;11;0;65406,15;12;12;0;39095,22;10;11;0;27876,03;7;11;0;29803,73;12;16;0;46260,51;10;13;0;57575,46;8;10;0;17439,11;7;9;0;34952,6;6;6;0;21405,24;6;7;0;35946,3;11;13;0;48657,7;15;19;0;67111,86;9;11;667,48;41962,5;14;15;0;80405,05;11;14;0;38594,34;8;9;0;49149,12;9;10;0;23888,8;83;98;667,48;385715,67;""
"19";779689;"HBA - HOSPITAL DA BAHIA";"CIRURGIA PLASTICA REPARADORA";18;78;0;29752,81;23;55;84,5;63450,04;30;129;800,8;45188,4;18;53;0;46987,27;24;111;0;24585,09;19;72;0;36987,24;28;151;1419,6;49556,77;27;104;0;50663,32;26;64;2343,9;47648,17;29;83;4624,52;43378,72;27;69;0;81757,68;31;76;270,4;59250,54;24;57;11513,49;26993,97;20;57;0;32168,05;27;71;0;60365,2;22;92;344,76;37173,31;29;86;0;68776,85;19;69;4793,52;40973,54;20;60;169;36006,94;22;55;0;32565,08;183;547;16820,77;335022,94;""
"20";779689;"HBA - HOSPITAL DA BAHIA";"ANGIOLOGIA - CIRURGIA VASCULAR E LINFÁTICA";56;114;104;34587,34;68;124;186,82;50446,64;65;107;0;40982,08;66;136;0;24650,88;85;162;0;33977,14;74;135;78;38168,33;103;214;92,3;54051,12;93;192;176,8;81868,85;79;206;0;29585,96;98;225;0;55166,57;80;186;143;54012,01;91;191;135,2;55178,09;80;164;1302,6;32690,21;84;207;78;61271,8;90;208;0;46279,9;71;165;833,98;25801,5;78;208;0;41457,22;80;186;0;38832,44;81;193;1492,41;37942,28;66;192;0;38969,94;630;1523;3706,99;323245,29;""
"21";779689;"HBA - HOSPITAL DA BAHIA";"MASTOLOGIA (INCLUINDO CIRURGIA DE MAMA)";15;48;0;36015,25;16;47;0;47381,99;15;46;0;36409,53;19;60;0;50140,58;14;48;0;36460,78;13;44;0;38662,08;15;37;0;30416,73;16;51;0;36240,77;13;49;0;34387,38;18;64;0;47026,61;21;75;0;54439,99;15;48;0;32979,04;18;59;8773,86;37584,45;9;30;0;26777,45;17;58;0;43322,24;16;59;0;39372,56;17;60;0;37720,24;15;55;0;42183,63;14;50;0;33630,12;17;59;2781,14;37552,74;123;430;11555;298143,43;""
"22";779689;"HBA - HOSPITAL DA BAHIA";"CIRURGIA ENDOCRINOLOGICA";3;6;0;22577,53;9;15;9463,93;73430,61;11;22;0;110798,24;3;6;0;26849,19;4;8;0;38778,48;4;8;0;38778,48;9;19;0;86606,33;6;12;0;53698,38;5;12;0;48911,93;4;8;0;45170,57;5;10;0;48473,1;2;3;0;17467,04;NA;NA;NA;NA;5;9;0;47948,41;4;8;0;36543,81;4;10;0;36881,81;8;16;0;80061,46;2;4;0;19389,24;2;4;0;19389,24;1;2;0;9694,62;26;53;0;249908,59;""
"23";779689;"HBA - HOSPITAL DA BAHIA";"NUTRIÇÃO PARENTERAL E ENTERAL";78;674;234;29562;77;648;104;30082;88;1017;0;43004;82;717;0;29068;79;832;0;32604;88;921;-156;38220;94;903;0;35542;79;752;0;31062,2;76;732;0;31356;76;815;0;34156,2;61;648;104;26494;69;569;1768;24934;77;690;5148;29884,4;77;708;572;30440,8;88;649;1404;29255,2;66;486;2054;21819,2;79;788;0;35666,8;95;845;-858;35126;72;625;858;26754;85;831;52;37050;639;5622;9230;245996,4;""
"24";779689;"HBA - HOSPITAL DA BAHIA";"CIRURGIA DE CABEÇA E PESCOÇO";4;3;486,27;1458,81;10;13;0;10003,08;17;22;0;26393,87;13;19;0;24723,23;19;33;0;42120,35;8;12;0;36529,87;24;31;0;47134,16;21;28;13172,6;39905,2;10;15;0;32150,61;14;19;0;20625,78;9;12;0;27298,92;15;22;19127,19;27383,73;8;12;19613,46;24159,25;12;15;0;19185,32;11;16;486,27;21925,37;16;26;486,27;51923,62;22;37;0;85529,99;10;13;0;9931,93;4;7;0;6465,34;9;16;0;17276,94;92;142;20586;236397,76;""
"25";779689;"HBA - HOSPITAL DA BAHIA";"GINECOLOGIA E OBSTETRÍCIA";7;14;0;26973,35;2;4;0;8993,6;10;24;0;46787,01;8;16;0;27044,44;13;29;0;55502,68;5;9;0;18020,73;8;15;0;35860,01;9;16;0;38236,23;8;17;0;33954,14;5;12;0;24896,96;7;18;0;28916,1;8;15;0;34523,3;6;11;0;18483,25;4;8;0;17609,09;8;17;0;27321,94;2;4;0;11335,66;9;21;0;28019,64;10;21;0;44689,95;11;25;0;46799,82;10;18;0;29688,21;60;125;0;223947,56;""
"26";779689;"HBA - HOSPITAL DA BAHIA";"MEDICINA NUCLEAR";53;57;136,5;18239;25;26;0;30501,7;91;105;0;36812,7;24;26;0;8002,6;41;45;0;20904;99;96;0;37661,7;163;170;0;62164,5;70;79;0;37459;76;83;0;36211,4;64;73;0;33268,7;60;61;0;24397;67;71;0;31203,5;38;42;2628,5;19659,9;68;74;0;23782,4;81;88;0;40508,2;45;49;0;15470;28;28;0;12110,2;90;93;0;34543,5;101;105;0;42784;86;91;0;28927,9;537;570;2628,5;217786,1;""
"27";779689;"HBA - HOSPITAL DA BAHIA";"NEFROLOGIA";18;90;0;8970;25;122;0;15886;25;140;0;17784;19;80;0;9204;16;92;0;10920;23;108;0;13104;32;151;0;19058;31;154;0;16354;28;173;0;19422;19;78;0;9126;20;132;0;15288;24;107;0;11934;35;134;1092;15912;26;107;0;13494;37;203;0;27924;21;87;1170;10686;34;151;-156;19422;32;155;0;17784;31;160;0;18486;32;224;0;30446;248;1221;2106;154154;""
"28";779689;"HBA - HOSPITAL DA BAHIA";"CIRURGIA DA MAO";4;11;0;2592,16;6;16;0;6283,62;2;4;0;3559,32;7;16;0;9279,21;6;13;0;8666,31;7;12;0;8101,87;13;37;0;21279,31;8;20;0;10513,94;6;16;0;12710,3;12;33;0;17362,63;9;20;0;14806,72;11;20;84,5;17989,76;3;6;0;5403,06;5;11;0;8520,25;11;20;0;16657,3;7;14;0;10801,1;7;13;0;5468,61;4;10;0;7287,64;7;14;0;10912,8;10;18;0;18025,74;54;106;0;83076,5;""
"29";779689;"HBA - HOSPITAL DA BAHIA";"ELETROENCEFALOGRAFIA  E NEUROFISIOLOGIA CLÍNICA";25;38;0;5621;41;61;0;9009;39;51;0;7700;39;49;0;6930;45;71;0;10241;39;52;0;7315;46;55;0;8085;42;53;0;8085;33;41;0;6083;39;55;0;7931;34;48;0;6776;35;32;231;4851;37;35;770;5313;41;45;154;6699;40;40;231;5929;31;42;308;6006;37;49;0;7238;35;46;-154;6314;11;11;154;1617;45;57;0;8162;277;325;1463;47278;""
"30";779689;"HBA - HOSPITAL DA BAHIA";"DERMATOLOGIA CLÍNICO - CIRÚRGICA";6;8;0;3869,3;2;6;0;4130,76;3;4;0;4104,76;2;4;0;7949,52;3;10;0;592,8;2;3;0;4208,76;4;4;0;4013,76;3;5;0;7975,52;3;4;0;218,4;4;6;0;2730,24;2;4;0;2672,39;2;3;0;4013,76;3;5;0;6606,85;3;5;0;7975,52;2;4;0;7949,52;1;2;0;3974,76;4;16;0;5551,48;1;0;18,2;0;2;4;0;7949,52;3;5;0;6612,05;19;41;18,2;46619,7;""
"31";779689;"HBA - HOSPITAL DA BAHIA";"ENDOSCOPIA PERORAL";8;9;0;3598,11;17;17;0;6764,45;9;8;0;3198,32;13;16;0;6516,68;12;16;0;6396,64;7;7;0;2798,53;18;19;0;7596,01;12;14;0;5597,06;11;12;0;4797,48;17;17;0;6796,43;8;8;0;3198,32;10;9;0;3514,11;10;11;799,58;4397,69;7;8;0;3114,32;7;6;1433,98;2398,74;8;9;399,79;3785,92;10;10;0;3997,9;7;8;0;3198,32;10;12;0;4797,48;8;8;0;3270,28;67;72;2633,35;28960,65;""
"32";779689;"HBA - HOSPITAL DA BAHIA";"TISIOPNEUMOLOGIA";25;96;0;2402,4;10;40;0;1001;39;152;0;3803,8;1;4;0;100,1;21;84;0;2102,1;79;316;0;7907,9;23;92;0;2302,3;14;56;0;1401,4;35;140;0;3503,5;42;160;0;4004;23;92;0;2302,3;36;144;0;3603,6;21;84;0;2102,1;25;100;0;2502,5;30;120;0;3003;3;12;0;300,3;56;224;0;5605,6;25;100;0;2502,5;42;168;0;4204,2;25;100;0;2502,5;227;908;0;22722,7;""
"33";779689;"HBA - HOSPITAL DA BAHIA";"OTORRINOLARINGOLOGIA";NA;NA;NA;NA;1;2;0;71,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;53,45;NA;NA;NA;NA;NA;NA;NA;NA;1;2;0;676;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;0;3990,14;10;10;0;2132,55;46;47;0;3769,85;32;32;0;942;89;93;0;10834,54;""
"34";779689;"HBA - HOSPITAL DA BAHIA";"ANESTESIOLOGIA";1;1;0;120;2;2;0;240;1;1;0;120;4;4;0;480;3;3;0;360;3;3;0;350;3;3;0;360;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;120;3;3;0;360;11;11;0;1320;5;4;110;480;6;6;0;720;6;6;0;720;8;9;0;1080;NA;NA;NA;NA;11;11;0;1320;NA;NA;NA;NA;1;1;0;120;37;37;110;4440;""
"35";779689;"HBA - HOSPITAL DA BAHIA";"HEMOTERAPIA";9;10;0;436,44;12;16;0;568,44;8;8;0;176;8;8;0;176;21;22;0;1349,76;14;17;0;590,44;16;16;0;352;9;9;0;414,44;13;13;0;718,88;16;16;0;352;5;6;0;348,44;9;9;0;414,44;13;12;22;480,44;7;7;0;586,88;1;1;0;22;1;1;0;238,44;NA;NA;NA;NA;2;2;0;476,88;NA;NA;NA;NA;NA;NA;NA;NA;24;23;22;1804,64;""
"36";779689;"HBA - HOSPITAL DA BAHIA";"CIRURGIA PEDIATRICA";2;2;0;167,7;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;39;1;6;0;648,96;NA;NA;NA;NA;1;1;0;130;1;2;0;1014;NA;NA;NA;NA;NA;NA;NA;NA;1;2;0;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;78;NA;NA;NA;NA;3;4;0;618,8;NA;NA;NA;NA;1;1;0;78;1;2;0;540,8;6;8;0;1315,6;""
"37";779689;"HBA - HOSPITAL DA BAHIA";"MICROCIRURGIA RECONSTRUTIVA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;0;236,6;NA;NA;NA;NA;NA;NA;NA;NA;3;6;0;1261;NA;NA;NA;NA;3;4;0;559;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;0;929,5;NA;NA;NA;NA;1;2;0;169;NA;NA;NA;NA;NA;NA;NA;NA;2;6;0;1098,5;""
"38";779689;"HBA - HOSPITAL DA BAHIA";"Não Identificado";NA;NA;NA;NA;5;24;0;0;NA;NA;NA;NA;10;24;0;0;14;14;0;0;5;5;0;0;5;13;0;0;1;2;0;0;1;1;0;0;1;0;0;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;30;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;30;0;0;""
"39";779689;"HBA - HOSPITAL DA BAHIA";"QUIMIOTERAPIA DO CÂNCER (CANCEROLOGIA)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;104;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;""
