"";"CODIGO";"NOME";"ITEM_MEDICO";"ITEM";"C_201601_BN";"C_201601_QUANTIDADE";"C_201601_REVISAO";"C_201601_VALOR";"C_201602_BN";"C_201602_QUANTIDADE";"C_201602_REVISAO";"C_201602_VALOR";"C_201603_BN";"C_201603_QUANTIDADE";"C_201603_REVISAO";"C_201603_VALOR";"C_201604_BN";"C_201604_QUANTIDADE";"C_201604_REVISAO";"C_201604_VALOR";"C_201605_BN";"C_201605_QUANTIDADE";"C_201605_REVISAO";"C_201605_VALOR";"C_201606_BN";"C_201606_QUANTIDADE";"C_201606_REVISAO";"C_201606_VALOR";"C_201607_BN";"C_201607_QUANTIDADE";"C_201607_REVISAO";"C_201607_VALOR";"C_201608_BN";"C_201608_QUANTIDADE";"C_201608_REVISAO";"C_201608_VALOR";"C_201609_BN";"C_201609_QUANTIDADE";"C_201609_REVISAO";"C_201609_VALOR";"C_201610_BN";"C_201610_QUANTIDADE";"C_201610_REVISAO";"C_201610_VALOR";"C_201611_BN";"C_201611_QUANTIDADE";"C_201611_REVISAO";"C_201611_VALOR";"C_201612_BN";"C_201612_QUANTIDADE";"C_201612_REVISAO";"C_201612_VALOR";"C_201701_BN";"C_201701_QUANTIDADE";"C_201701_REVISAO";"C_201701_VALOR";"C_201702_BN";"C_201702_QUANTIDADE";"C_201702_REVISAO";"C_201702_VALOR";"C_201703_BN";"C_201703_QUANTIDADE";"C_201703_REVISAO";"C_201703_VALOR";"C_201704_BN";"C_201704_QUANTIDADE";"C_201704_REVISAO";"C_201704_VALOR";"C_201705_BN";"C_201705_QUANTIDADE";"C_201705_REVISAO";"C_201705_VALOR";"C_201706_BN";"C_201706_QUANTIDADE";"C_201706_REVISAO";"C_201706_VALOR";"C_201707_BN";"C_201707_QUANTIDADE";"C_201707_REVISAO";"C_201707_VALOR";"C_201708_BN";"C_201708_QUANTIDADE";"C_201708_REVISAO";"C_201708_VALOR";"C_TOTAL_2017_BN";"C_TOTAL_2017_QUANTIDADE";"C_TOTAL_2017_REVISAO";"C_TOTAL_2017_VALOR";"MAIORES_ITS"
"22";594231;"HOSPITAL EMEC";84508199;"Parto Cesarea Feto Único Ou Múltiplo - Hm Obstetra";15;15;0;19418,4;16;16;0;20712,96;15;15;0;19418,4;17;17;0;22007,52;13;13;0;16829,28;15;15;0;19418,4;14;13;0;16829,28;22;22;0;28480,32;14;13;1294,56;16829,28;17;17;0;22007,52;14;14;0;18123,84;18;18;0;23302,08;10;10;0;12945,6;15;15;0;19418,4;11;11;0;14240,16;21;21;0;27185,76;24;24;0;31069,44;13;13;0;16829,28;12;12;0;15534,72;13;13;0;16829,28;119;119;0;154052,64;"X"
"23";594231;"HOSPITAL EMEC";34010173;"TC do Abdome Total (Abdôme Superior, Pelve E Retroperitônio)";86;94;0;23814,9;85;85;253,35;21534,75;88;93;0;23561,55;83;84;253,35;21281,4;64;65;0;16467,75;66;72;0;18241,2;52;53;0;13427,55;69;68;0;17227,8;67;70;0;17734,5;60;63;0;15906,8;63;65;0;16467,75;67;68;0;17173,55;61;63;253,35;15961,05;45;47;0;11907,45;83;81;0;20467,1;78;78;1773,45;19761,3;76;81;0;20521,35;56;60;0;15201;102;106;0;26855,1;79;83;0;21165,55;580;599;2026,8;151839,9;"X"
"24";594231;"HOSPITAL EMEC";14200;"Dermatologia   - Consulta Ambulatorial";152;152;0;9880;187;187;0;12155;275;275;0;17875;147;147;0;9555;181;181;0;11765;176;176;0;11440;203;203;0;13195;239;239;0;15535;285;285;0;18525;235;235;0;15275;256;256;0;16640;296;296;0;19240;208;208;0;13520;282;282;0;18330;343;342;0;22230;293;293;0;19045;254;254;0;16510;322;322;0;20930;235;234;0;15210;382;383;0;24895;2319;2318;0;150670;"X"
"25";594231;"HOSPITAL EMEC";84505117;"Histerectomia Total Com Ou Sem Anexectomia (Qualquer Via) - Hospital";2;2;0;4128;3;3;0;6192;10;10;0;20640;3;3;0;6192;6;6;0;12384;8;8;0;16512;4;4;0;8256;9;9;0;18576;3;3;0;6192;7;7;0;14448;5;5;0;10320;7;7;0;14448;9;9;0;19488,3;7;7;0;15725,22;13;13;0;29203,98;8;8;0;17971,68;7;7;0;15725,22;6;6;0;13478,76;5;5;0;11232,3;11;11;0;24711,06;66;66;0;147536,52;"X"
"26";594231;"HOSPITAL EMEC";117995;"EQUIPO P/BOMBA INFUSAO EUROFIX COMPACT AIR 441702";22;98;0;12435,22;19;66;0;8374,74;15;70;0;8882,3;16;78;0;9897,42;21;135;0;17130,15;23;89;0;11293,21;30;206;0;26139,34;19;59;0;7486,51;32;170;0;21571,3;25;126;0;15988,14;26;164;0;20809,96;30;200;0;25378;26;205;0;26012,45;26;177;0;22459,53;25;131;0;16621,7;20;102;0;12942,78;22;117;0;14846,13;31;164;0;20809,96;30;111;0;14084,79;24;108;0;13704,12;204;1115;0;141481,46;"X"
"27";594231;"HOSPITAL EMEC";71005023;"Assistencia Fisioterapica - 12hs ( Apenas Uma Por Dia )";58;446;0;20070;43;367;0;16515;47;437;135;19665;40;329;0;14805;37;325;0;14625;45;385;0;17325;48;369;0;16605;56;261;0;11745;62;449;0;20205;53;409;450;18405;41;298;0;13410;47;293;0;13185;59;349;585;15705;46;295;135;13275;53;304;0;13680;44;275;855;12375;67;536;0;24120;59;420;0;18900;69;501;0;22545;59;458;0;20610;456;3138;1575;141210;"X"
"28";594231;"HOSPITAL EMEC";81000099;"Atendimento Pediátrico - Faixa Etária  A Partir De 30 Dias A 14 Anos";124;124;0;11532;145;145;0;13485;173;173;0;16089;157;157;0;14601;156;156;0;14508;160;161;0;14973;124;124;0;11532;203;203;0;18879;162;162;0;15066;148;148;0;13764;146;146;0;13578;181;181;0;16833;203;203;0;18879;68;68;0;6324;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;333;334;0;31062;387;388;0;36084;501;504;0;46872;1492;1497;0;139221;"X"
"29";594231;"HOSPITAL EMEC";85204127;"Artroscopia De Ombro Com Reconstrução Dos Ligamentos E/Ou Manguito E/Ou Glenoide - Hospital";4;4;0;28699,08;4;4;0;28699,08;5;5;0;35873,85;3;3;0;21524,31;2;2;0;14349,54;5;5;0;35873,85;1;1;0;7174,77;4;4;0;28699,08;7;7;0;50223,39;4;4;0;28699,08;5;5;0;35873,85;2;2;0;14349,54;3;3;0;21524,31;2;2;0;14349,54;1;1;0;7174,77;4;4;0;28699,08;4;4;0;28699,08;1;1;0;7174,77;3;3;0;21524,31;1;1;0;7174,77;19;19;0;136320,63;"X"
"30";594231;"HOSPITAL EMEC";218476;"KIT PRISMA / KIT DIAPAC";2;9;0;25020,72;2;2;0;5560,16;5;11;0;30580,88;2;12;0;33360,96;3;15;0;41701,2;4;9;0;25020,72;7;19;0;52821,52;1;2;0;5560,16;8;21;0;58381,68;3;11;0;30580,88;5;22;0;61161,76;7;10;0;27800,8;7;16;0;44481,28;3;5;0;13900,4;4;2;0;5560,16;1;2;0;5560,16;NA;NA;NA;NA;6;12;0;33360,96;3;5;0;13900,4;1;6;0;16680,48;25;48;0;133443,84;"X"
"31";594231;"HOSPITAL EMEC";219419;"NUTRICAO ENTERAL NORMOCALORICA/HIPERPROTEICA 1000 ML SIST FECHADO";2;41;0;11316;3;70;0;19320;2;56;0;15456;1;28;0;7728;1;1;0;276;1;58;0;16008;1;37;0;10212;NA;NA;NA;NA;3;46;0;12696;4;101;0;27876;1;53;0;14628;3;10;0;2760;2;22;0;6072;3;18;0;4968;3;17;0;4692;7;45;0;12420;5;170;0;46920;4;118;0;32568;5;69;0;19044;2;8;0;2208;31;467;0;128892;"X"
"32";594231;"HOSPITAL EMEC";34010149;"Tomografia Computadorizada Do Crânio";79;101;0;18220,35;69;74;0;13548,39;113;118;0;21612,27;91;102;0;18906,45;93;100;0;18481,02;81;90;0;16503,36;70;78;187,8;14249,76;99;104;0;19331,88;73;83;0;15388,08;77;86;0;15929,78;75;81;0;14912,82;95;98;0;18055,59;83;89;0;16415,22;43;47;0;8677,11;87;94;0;17453,88;69;69;375,6;12858,54;75;92;0;16928,79;66;75;0;13736,19;104;126;0;23313,99;92;94;0;17204,73;619;686;375,6;126588,45;"X"
"33";594231;"HOSPITAL EMEC";85213067;"Artroscopia Do Joelho Para Reconstrução Do Lca - Hospital";2;2;0;16339,1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;16339,1;3;3;0;24508,65;2;2;0;16339,1;NA;NA;NA;NA;1;1;0;8169,55;1;1;0;8169,55;1;1;0;8169,55;1;1;0;8169,55;NA;NA;NA;NA;NA;NA;NA;NA;5;5;0;40847,75;4;4;0;32678,2;1;1;0;8169,55;3;3;0;24508,65;2;2;0;16339,1;NA;NA;NA;NA;NA;NA;NA;NA;15;15;0;122543,25;"X"
"34";594231;"HOSPITAL EMEC";33012415;"Doppler Colorido De Vasos Cervicais Arteriais Bilateral (Carótidas, Vertebrais e Seus Ramos)";23;23;0;3881,48;26;26;0;4387,76;56;56;0;9450,56;39;40;0;6750,4;32;32;0;5400,32;64;64;0;10800,64;77;77;0;12994,52;84;84;0;14175,84;95;95;0;16032,2;55;55;0;9281,8;83;83;0;14007,08;77;77;0;12994,52;99;99;0;16707,24;76;76;0;12825,76;95;93;0;15694,68;76;76;0;12825,76;104;104;0;17551,04;78;78;0;13163,28;107;107;0;18057,32;83;83;0;14007,08;718;716;0;120832,16;"X"
"35";594231;"HOSPITAL EMEC";72000013;"Consulta De Emergencia";233;243;-84,5;20533,5;222;229;0;19350,5;230;243;0;20533,5;254;263;0;22223,5;178;184;0;15548;177;174;-84,5;14703;155;152;0;12844;121;123;0;10393,5;98;93;0;7858,5;191;198;0;16731;115;111;0;9379,5;147;152;0;12844;148;154;0;13013;98;100;84,5;8450;171;174;0;14703;144;150;0;12675;133;134;0;11323;142;144;0;12168;232;228;0;19266;253;261;0;22054,5;1321;1345;84,5;113652,5;"X"
"36";594231;"HOSPITAL EMEC";84305189;"Colecistectomia Sem Colangiografia Por Videolaparoscopia - Hm Cirurgia";13;13;0;13487,76;10;10;0;10375,2;23;23;0;23862,96;8;8;0;8300,16;19;19;0;19712,88;17;17;0;17637,84;14;14;0;14525,28;9;9;0;9337,68;9;9;0;9337,68;14;14;0;14525,28;17;17;0;17637,84;12;12;0;12450,24;13;13;0;13487,76;14;14;0;14525,28;18;18;0;18675,36;15;15;0;15562,8;12;12;0;12450,24;10;10;0;10375,2;9;9;0;9337,68;18;18;0;18675,36;109;109;0;113089,68;"X"
"37";594231;"HOSPITAL EMEC";117922;"EQUIPO P/SORO GTS.FILTRO AR FILTRO PARTICULAS 1,40M EUROFIX AIR S/IL 401460";88;749;0;13938,89;61;471;0;8765,31;72;647;0;12040,67;68;561;0;10440,21;67;692;0;12878,12;59;577;0;10737,97;78;750;0;13957,5;77;354;0;6587,94;83;719;0;13380,59;82;698;0;12989,78;69;607;0;11296,27;82;701;0;13045,61;68;769;0;14311,09;62;576;0;10719,36;94;583;0;10829,5;79;664;0;12357,04;94;939;0;17028,15;81;876;0;16302,36;93;766;0;14255,26;85;910;0;16935,1;656;6083;0;112737,86;"X"
"38";594231;"HOSPITAL EMEC";123916;"EQUIPO ENTERAL P/BOMBA INFUSAO ENTERALFIX AIR NUTRIMAT 402111";18;216;0;18476,54;15;163;0;13943,02;15;209;0;17877,86;11;176;0;15055,04;14;131;0;11205,74;10;161;0;13771,94;14;129;0;11034,66;8;36;0;3079,44;15;115;0;9837,1;19;220;0;18818,8;16;116;0;9922,64;18;152;0;13002,08;17;176;0;15055,04;12;115;0;9837,1;16;160;0;13681;12;121;0;10350,34;12;158;0;13515,32;19;208;0;17792,32;15;128;0;10949,12;11;112;0;9580,48;114;1178;0;100760,72;"X"
"39";594231;"HOSPITAL EMEC";71005033;"Assistencia Fisioterapica - 24 Hs ( Apenas Para Uti/Semi )";21;135;0;12150;14;81;0;7290;15;82;0;7380;16;99;0;8910;15;97;0;8730;18;87;0;7830;26;160;0;14400;13;35;0;3150;25;122;0;10980;27;140;180;12600;21;138;0;12420;28;149;0;13410;23;181;0;16290;21;127;180;11430;22;151;0;13590;17;99;3780;8910;16;115;0;10350;20;178;0;16020;28;149;0;13410;18;111;0;9990;165;1111;3960;99990;"X"
"40";594231;"HOSPITAL EMEC";26491;"NUTRIFLEX LIPID SPECIAL (3 em 1) - 1875 ml";NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;609,51;NA;NA;NA;NA;2;20;0;12190,2;NA;NA;NA;NA;3;18;0;10971,18;1;2;0;1219,02;3;17;0;10361,67;3;21;0;12799,71;2;25;0;15237,75;3;37;0;22551,87;2;42;0;25599,42;4;30;0;18285,3;5;17;0;10361,67;3;26;0;15847,26;3;18;0;10971,18;6;21;0;12799,71;1;1;0;609,51;1;8;0;4876,08;25;163;0;99350,13;"X"
"41";594231;"HOSPITAL EMEC";85006047;"Facectomia Com Implante De Lio ( C/ Ou S/ Facoemulsificação) - Hospital";2;2;0;3776,38;3;3;0;5664,57;3;3;0;5664,57;5;5;0;9440,95;10;10;0;18881,9;12;12;0;22658,28;12;12;0;22658,28;12;12;0;22658,28;16;16;0;30211,04;12;12;0;22658,28;9;9;0;16993,71;9;9;0;16993,71;2;2;0;3776,38;4;4;0;7552,76;6;6;0;11329,14;1;1;0;1888,19;16;16;0;30211,04;10;10;0;18881,9;4;4;0;7552,76;9;9;0;16993,71;52;52;0;98185,88;"X"
"42";594231;"HOSPITAL EMEC";18754;"TEICOPLANINA - GENERICO - 400  mg.  po  liof.  sol.  inj. FA vd. + dil.  amp. pla";5;54;0;17835,12;3;21;0;6935,88;2;5;0;1651,4;1;6;0;1981,68;3;63;0;20807,64;3;51;0;16844,28;1;7;0;2311,96;2;20;0;6605,6;6;74;0;24440,72;4;54;0;18172,47;2;27;0;9618,21;4;39;0;13892,97;6;68;0;24223,64;2;27;0;9618,21;4;27;0;9618,21;1;7;0;2493,61;4;20;0;7124,6;5;49;0;17455,27;1;8;0;2849,84;4;69;0;24579,87;27;275;0;97963,25;"X"
