"";"CODIGO";"NOME";"ESPECIALIDADE";"C_201601_BN";"C_201601_QUANTIDADE";"C_201601_REVISAO";"C_201601_VALOR";"C_201602_BN";"C_201602_QUANTIDADE";"C_201602_REVISAO";"C_201602_VALOR";"C_201603_BN";"C_201603_QUANTIDADE";"C_201603_REVISAO";"C_201603_VALOR";"C_201604_BN";"C_201604_QUANTIDADE";"C_201604_REVISAO";"C_201604_VALOR";"C_201605_BN";"C_201605_QUANTIDADE";"C_201605_REVISAO";"C_201605_VALOR";"C_201606_BN";"C_201606_QUANTIDADE";"C_201606_REVISAO";"C_201606_VALOR";"C_201607_BN";"C_201607_QUANTIDADE";"C_201607_REVISAO";"C_201607_VALOR";"C_201608_BN";"C_201608_QUANTIDADE";"C_201608_REVISAO";"C_201608_VALOR";"C_201609_BN";"C_201609_QUANTIDADE";"C_201609_REVISAO";"C_201609_VALOR";"C_201610_BN";"C_201610_QUANTIDADE";"C_201610_REVISAO";"C_201610_VALOR";"C_201611_BN";"C_201611_QUANTIDADE";"C_201611_REVISAO";"C_201611_VALOR";"C_201612_BN";"C_201612_QUANTIDADE";"C_201612_REVISAO";"C_201612_VALOR";"C_201701_BN";"C_201701_QUANTIDADE";"C_201701_REVISAO";"C_201701_VALOR";"C_201702_BN";"C_201702_QUANTIDADE";"C_201702_REVISAO";"C_201702_VALOR";"C_201703_BN";"C_201703_QUANTIDADE";"C_201703_REVISAO";"C_201703_VALOR";"C_201704_BN";"C_201704_QUANTIDADE";"C_201704_REVISAO";"C_201704_VALOR";"C_201705_BN";"C_201705_QUANTIDADE";"C_201705_REVISAO";"C_201705_VALOR";"C_201706_BN";"C_201706_QUANTIDADE";"C_201706_REVISAO";"C_201706_VALOR";"C_201707_BN";"C_201707_QUANTIDADE";"C_201707_REVISAO";"C_201707_VALOR";"C_201708_BN";"C_201708_QUANTIDADE";"C_201708_REVISAO";"C_201708_VALOR";"C_TOTAL_2017_BN";"C_TOTAL_2017_QUANTIDADE";"C_TOTAL_2017_REVISAO";"C_TOTAL_2017_VALOR";"MAIORES_ESP"
"11";594481;"HOSPITAL PORTUGUES";"ENDOSCOPIA DIGESTIVA ";130;152;0;56661,55;123;142;1041,21;59578;304;386;0;205505,24;234;312;0;168236,35;302;376;0;196080,22;246;300;0;177792,81;280;324;209,79;162019,9;356;449;737,91;227923,85;276;321;627,58;181889,51;354;424;0;223710,8;317;359;0;181792,79;345;387;417,79;215060,96;337;372;21055,73;217641,85;270;318;313,79;168609,65;296;349;0;179816,48;323;403;1605,98;229565,4;370;466;0;262737,29;269;351;0;204994,71;305;387;339,79;229384,16;279;346;417,79;182978,37;2449;2992;23733,08;1675727,91;""
"12";594481;"HOSPITAL PORTUGUES";"HEMOTERAPIA";41;268;646,48;34010,98;57;508;1402,96;131407,09;113;1322;0;306369,28;152;1114;83,6;223713,7;104;850;0;162248,71;129;1091;0;197228,31;131;1080;798,28;199994,49;167;1350;2372,96;259016,6;128;942;5818,32;171279,44;115;814;191,4;131781,06;112;1037;840,08;231532,65;133;823;0;179609,15;134;887;12703,12;200542,95;120;833;3898,64;186492,06;136;866;0;173965,45;124;1052;8025,3;268028,63;136;1020;0;244949,27;116;769;0;133387,92;137;1026;42896,05;204766,15;113;916;5833,64;174144,22;1016;7369;73356,75;1586276,65;""
"13";594481;"HOSPITAL PORTUGUES";"ORTOPEDIA E TRAUMATOLOGIA";10;25;0;55004,75;12;21;0;59725,37;26;66;0;132145,42;38;83;0;228568,32;27;49;0;138072,95;30;58;0;159492,75;32;76;0;191247,1;41;73;19570,79;202666,75;39;106;0;227460,71;43;107;520;255471,43;30;61;6555,26;169371,71;34;64;0;112229,1;39;82;47729,74;198108,38;22;52;1320,8;110205,47;35;75;202,8;187835,16;37;79;366,6;267665,83;29;71;0;199987,5;23;58;0;151270,82;35;77;0;225825,24;21;43;0;120277,1;241;537;49619,94;1461175,5;""
"14";594481;"HOSPITAL PORTUGUES";"RADIODIAGNÓSTICO";285;536;54,01;109729,7;317;703;3226,06;48448,58;539;1606;0;197344,8;574;1623;161,52;200349,28;480;1133;0;189765,06;463;1251;0;154311,16;504;1329;31566,94;141569,42;603;1673;300,38;234517,28;432;1188;290,65;272505,15;502;1451;4293,2;263518,11;380;1046;153,85;198549,47;427;1180;17033,66;265581,78;463;1249;372,8;169072,55;408;1095;244,33;182238,3;499;1393;16,32;169396,04;399;1179;861,74;97695,43;497;1514;0;243220,19;422;1191;0;218236,25;246;1006;227,42;168721,38;413;1231;58,28;180109,86;3347;9858;1780,89;1428690;""
"15";594481;"HOSPITAL PORTUGUES";"RESSONÂNCIA MAGNÉTICA";139;163;0;82947,63;186;235;0;120430,98;248;293;0;147198,69;252;322;0;160013,97;260;325;0;162421,62;241;308;0;154345,56;202;264;482,8;132025,71;338;406;790,2;199275,2;264;331;0;164880,96;293;355;0;178160,42;252;318;0;158500,18;210;272;0;134068,78;317;406;6681,36;203462,42;258;330;1946,48;164717,34;275;343;0;168638,14;253;327;2350,08;159144,86;294;370;482,8;187883,24;299;400;0;197595,46;164;213;916,96;105360,7;152;194;1415,04;99572,71;2012;2583;13792,72;1286374,87;""
"16";594481;"HOSPITAL PORTUGUES";"UROLOGIA";11;24;1250,6;13640,54;19;30;9987,06;57747,01;54;110;0;184124,96;43;78;5500,51;116433,6;61;137;0;172356,58;48;87;0;149639,46;60;105;574,6;139628,8;68;135;878,8;233603,44;59;131;0;199221;60;111;0;199674,13;67;136;0;177486,98;60;92;0;116953,56;66;92;32893,66;144804,64;45;82;562,9;130874,76;60;103;0;191168,33;42;61;1079;109104,49;76;151;0;231441,33;51;91;0;152405,17;61;103;0;138889,89;59;116;0;185053,35;460;799;34535,56;1283741,96;""
"17";594481;"HOSPITAL PORTUGUES";"NEUROCIRURGIA";1;1;0;2322;4;4;6628,86;1694,68;10;18;0;96471,2;17;37;218,4;209448,85;13;21;0;75029,01;15;30;0;145019,09;17;44;32041,48;168212,57;13;14;0;116591,51;18;50;0;283818,39;6;14;0;109156,4;5;7;70306,42;38516,24;12;20;0;84912,98;8;13;5864,38;89424,52;10;34;6628,86;182247,44;12;21;0;92006,25;10;28;0;77702,71;14;39;19149,44;170929,41;9;14;0;65723,56;7;12;0;55157,77;5;16;0;47994,54;75;177;31642,68;781186,2;""
"18";594481;"HOSPITAL PORTUGUES";"CIRURGIA ENDOCRINOLOGICA";2;4;0;19382,75;8;12;10858,9;58167,72;13;26;0;124524,26;3;5;0;27161,66;22;43;0;217459,56;5;10;0;39116,48;9;18;0;79517,59;14;28;0;141909,23;5;10;0;48473,1;10;18;8188,82;91345,48;11;22;0;98290,75;10;19;0;85745,59;10;17;9694,62;88739,6;7;14;0;70366,84;12;24;0;113420,74;10;20;0;95710,23;12;24;0;122333,76;3;6;0;26849,19;10;22;0;91783,15;1;2;0;9694,62;65;129;9694,62;618898,13;""
"19";594481;"HOSPITAL PORTUGUES";"CIRURGIA TORACICA";5;8;0;25434,15;2;2;0;29010,09;18;22;0;105633,71;9;10;0;17987,43;16;16;0;90155,18;18;21;0;87939,31;18;18;667,48;88225,75;15;15;0;69799,3;11;16;0;50119,33;11;13;5266,52;91445,24;7;6;371;28553,86;12;10;0;49119,09;11;12;9060,66;49612,01;7;6;667,48;35897,83;16;18;0;81671,62;11;12;0;40902,67;20;26;0;96268,4;18;23;0;66321,87;11;16;15543,58;50576,63;14;18;8786,05;59557,44;108;131;34057,77;480808,47;""
"20";594481;"HOSPITAL PORTUGUES";"MEDICINA NUCLEAR";68;76;0;25330;158;193;-35,2;57391,9;176;202;0;93794,9;155;180;0;47122,1;163;178;0;63734,5;156;188;0;67431,5;125;141;689;62165;196;224;240,5;83698,5;190;217;240,5;83266,5;127;150;0;57234,5;148;166;136,5;65520,5;130;128;221;45711,5;154;161;3926;53455,5;154;174;1007,5;64196;139;165;0;65848;155;184;0;58328;175;209;0;69240;114;136;0;49185;89;101;0;37759,5;111;126;0;43973,5;1091;1256;4933,5;441985,5;""
"21";594481;"HOSPITAL PORTUGUES";"ULTRA-SONOGRAFIA";105;155;300,06;17167,1;113;138;12,06;16389,73;303;487;55,78;49175,21;377;660;495,21;62108,45;292;486;0;44301,48;357;637;-235,3;55173,95;327;555;427,27;51972,72;386;642;540,46;60547,75;312;524;-143,74;47258,1;421;699;212,48;62697,85;305;519;165,07;46565,46;363;636;56,65;60891,01;310;520;1172,09;46921,95;309;520;99,5;47647,48;379;640;0;55649,15;322;536;88,46;52436,6;380;649;0;63015,93;313;485;337,84;46286,39;244;444;389,61;42398,06;373;607;47,85;53666,45;2630;4401;2135,35;408022,01;""
"22";594481;"HOSPITAL PORTUGUES";"TISIOPNEUMOLOGIA";9;9;0;3564;82;82;0;32472;244;243;0;96228;91;91;0;36036;101;101;0;39996;97;97;0;38412;65;65;0;25740;115;115;0;45540;132;132;0;52272;101;101;0;39996;126;125;0;49500;86;86;0;34056;146;146;0;57816;152;152;0;60192;125;125;0;49500;131;131;0;51876;185;185;0;73260;138;139;0;55044;70;70;0;27720;60;60;0;23760;1007;1008;0;399168;""
"23";594481;"HOSPITAL PORTUGUES";"NUTRIÇÃO PARENTERAL E ENTERAL";31;166;0;8034;36;417;0;19734;101;1196;0;57967;138;1392;156;69082;83;863;0;43797;82;966;0;49205;95;963;208;45240;98;1028;156;53378;67;647;494;36777;88;1057;208;53196;70;684;0;40105;92;898;728;42250;81;1019;2652;48100;84;898;650;40872;103;1004;0;46111;95;887;2457;40924;109;1372;0;68588;88;1090;0;48360;92;1204;0;53989;83;904;52;42991;735;8378;5811;389935;""
"24";594481;"HOSPITAL PORTUGUES";"ANGIOLOGIA - CIRURGIA VASCULAR E LINFÁTICA";30;68;0;53624,19;40;84;0;25901,1;80;189;0;53125,21;97;218;54,6;59089,52;79;160;0;21213,27;79;176;0;23148,9;110;236;0;35088,76;139;297;39;75324,73;99;216;109,2;72788,44;115;251;117;68510,38;102;216;946,4;48058,25;99;221;0;29794,29;94;209;-410,9;61834,48;82;177;540,8;28372,66;96;177;0;31666,66;95;216;377;28425,85;114;280;184,6;45255,36;89;219;0;46874,93;86;267;92,3;40328;89;211;0;44105,08;745;1756;783,8;326863,02;""
"25";594481;"HOSPITAL PORTUGUES";"CIRURGIA DE CABEÇA E PESCOÇO";1;1;0;486,27;4;5;0;3368,25;21;31;0;79012,04;7;10;0;30540,86;23;39;0;57125,76;3;5;0;4100,83;18;29;0;55999,97;14;25;0;39457,15;13;22;0;44636,32;12;21;0;34228,18;15;32;0;57932,7;17;23;0;75299,01;12;15;13030,28;39850,11;12;20;0;40652,35;19;36;0;48044,02;13;21;0;35693,18;15;24;0;41315,16;13;22;0;27876,33;10;16;0;40517,83;13;21;0;42580,44;107;175;13030,28;316529,42;""
"26";594481;"HOSPITAL PORTUGUES";"CARDIOLOGIA";171;274;0;15889,9;201;346;136,5;18756,4;418;923;0;51443,6;375;826;510,9;49254,83;314;608;0;40472,9;361;716;0;45637,54;337;757;1084,2;43934,8;383;907;304,2;51473,5;279;598;152,1;35119,5;412;855;819;52309,4;341;626;0;39065;298;714;354,9;40782,3;324;666;2658,5;36130,9;311;672;319,8;42724,5;336;819;0;49996,7;315;660;846,3;37085,1;342;784;0;47145,8;253;537;167,7;32866,6;215;555;183,3;31020,6;211;562;198,9;31829,2;2307;5255;4374,5;308799,4;""
"27";594481;"HOSPITAL PORTUGUES";"OTORRINOLARINGOLOGIA";12;19;0;8752,6;12;40;0;22688,81;163;255;0;62163,28;151;211;0;37849,67;160;234;0;51778,43;147;203;0;45891,33;143;203;150,8;50779,92;195;283;431,6;67472,44;109;152;176,8;43515,42;109;163;0;35638,76;100;138;0;25439,74;124;184;0;50878,67;129;177;655,2;37175,47;103;144;0;23238,3;153;217;0;40067,12;122;177;0;34661,88;172;254;0;57882,83;121;173;0;33237,92;135;206;0;38603,07;115;163;0;42998,3;1050;1511;655,2;307864,89;""
"28";594481;"HOSPITAL PORTUGUES";"MASTOLOGIA (INCLUINDO CIRURGIA DE MAMA)";6;22;0;13799,49;6;17;2129,4;13081,11;15;47;0;40945,21;16;51;0;37221,98;17;60;0;60156,87;14;46;0;48612,43;14;47;0;43364,04;18;59;0;51638,16;6;26;0;25436,86;13;58;0;44279,35;19;61;5906,2;60097,25;13;28;0;25099,2;14;36;14471,99;28909,8;16;48;7989,61;37143,35;11;37;0;25351,92;11;31;2953,1;28722,06;22;73;8435,58;72817,99;13;48;0;42968,88;9;35;0;31191,48;6;27;0;17950;102;335;33850,28;285055,48;""
"29";594481;"HOSPITAL PORTUGUES";"CIRURGIA PLASTICA REPARADORA";8;22;473,2;3225,04;4;7;0;1297,4;26;55;0;28067,71;24;54;0;36172,49;27;56;0;46456,5;19;35;0;15535,68;15;33;0;21874,4;42;97;0;60687,15;18;30;0;15036,07;30;63;0;24245,72;35;73;11152;57238,27;23;44;0;23374,79;25;41;2066,6;12865,34;17;62;19860,52;20311,91;22;55;0;27094,92;25;52;10536,31;22031,25;29;59;21999,24;33768,12;17;44;0;53045,17;29;58;-1807,73;19035,98;16;33;0;16622,4;180;404;52654,94;204775,09;""
"30";594481;"HOSPITAL PORTUGUES";"ELETROENCEFALOGRAFIA  E NEUROFISIOLOGIA CLÍNICA";71;131;0;12139,4;20;34;0;3052,4;107;194;0;17851,6;84;145;156;12389;92;174;0;14614,6;105;207;0;17823;81;132;0;11671,4;87;154;0;12849,2;211;395;0;33545,2;133;268;0;21782,8;86;166;0;14534;106;220;0;18228,6;133;258;312;21359;99;187;0;15639;112;195;0;16255,2;97;181;273;15602,6;140;265;0;22656,4;90;155;0;13787,8;107;193;0;16393;106;199;0;16351,4;884;1633;585;138044,4;""
"31";594481;"HOSPITAL PORTUGUES";"DERMATOLOGIA CLÍNICO - CIRÚRGICA";4;6;132,6;9343,28;4;3;247;4002,06;7;11;0;14844,97;10;18;0;25315,39;15;21;0;36058,84;4;5;0;4236,06;7;14;0;13155,97;9;13;0;17547,77;8;16;0;13643,87;15;28;0;17317,99;14;18;0;22737,29;14;23;0;29307,74;8;11;3974,76;16055,04;6;8;0;6749,85;7;13;0;611;7;12;76,05;21111,22;8;14;0;20256;7;10;0;8503,32;5;6;0;4117,76;6;13;0;20032,4;54;87;4050,81;97436,59;""
"32";594481;"HOSPITAL PORTUGUES";"QUIMIOTERAPIA DO CÂNCER (CANCEROLOGIA)";103;196;0;5283,2;113;191;0;5421;99;196;0;5072,6;73;91;0;2441,4;106;207;0;5826,6;95;172;0;4391,4;57;81;0;2436,2;101;201;0;5551;102;198;0;5384,6;87;156;0;4622,8;84;127;0;3244,8;89;120;0;3286,4;84;126;707,2;3811,6;101;204;270,4;5350,8;91;154;0;4277;99;180;0;5103,8;98;164;0;4404,4;97;167;0;4573,4;73;110;0;2717;93;142;0;3629,6;736;1247;977,6;33867,6;""
"33";594481;"HOSPITAL PORTUGUES";"CIRURGIA PEDIATRICA";NA;NA;NA;NA;1;1;0;416;NA;NA;NA;NA;3;8;0;1592,5;2;4;0;2292,28;5;7;0;1004,9;4;8;0;2010,52;4;7;0;5277,25;3;3;0;312;3;4;0;436,8;NA;NA;NA;NA;4;8;0;6371,36;2;2;0;156;5;9;0;7680,47;4;8;0;1346,8;3;3;101,4;6731,47;3;5;0;7046,07;1;1;0;156;4;7;0;7441,27;NA;NA;NA;NA;22;35;101,4;30558,08;""
"34";594481;"HOSPITAL PORTUGUES";"ENDOSCOPIA PERORAL";2;9;0;1974,78;3;6;0;3205,73;7;15;0;7311,52;6;12;0;5971,14;8;15;0;7311,52;5;8;0;3949,56;2;3;0;1195,39;2;4;0;1974,78;7;14;0;6656,15;5;10;0;4936,95;4;8;0;3996,36;3;4;0;1974,78;4;6;987,39;3008,97;2;3;0;1387,18;1;1;0;399,79;2;3;0;1117,39;4;9;0;4396,15;7;12;0;5924,34;8;15;987,39;7015,73;4;6;399,79;2962,17;32;55;2374,57;26211,72;""
"35";594481;"HOSPITAL PORTUGUES";"CIRURGIA DA MAO";NA;NA;NA;NA;2;6;0;892,32;3;6;0;3731,35;3;7;0;742,95;5;8;0;2274,8;1;2;0;84,5;3;3;338;3497,5;1;1;0;312;NA;NA;NA;NA;2;4;0;608,4;NA;NA;NA;NA;1;2;0;202,8;3;5;0;3323,15;2;2;0;286;1;3;0;390;2;3;0;257,4;1;2;0;169;1;2;0;101,4;3;7;0;3267,25;1;2;0;118,3;14;26;0;7912,5;""
"36";594481;"HOSPITAL PORTUGUES";"OFTALMOLOGIA";NA;NA;NA;NA;NA;NA;NA;NA;1;2;0;353,6;2;2;0;52,6;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;0;0;NA;NA;NA;NA;1;2;0;540,8;NA;NA;NA;NA;1;1;0;6,6;2;2;0;22;1;0;0;0;2;2;0;162,6;NA;NA;NA;NA;2;3;0;3127,29;NA;NA;NA;NA;1;2;0;2711,29;NA;NA;NA;NA;8;9;0;6023,18;""
"37";594481;"HOSPITAL PORTUGUES";"HEPATOLOGIA";NA;NA;NA;NA;2;2;0;195;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;65;NA;NA;NA;NA;1;1;0;65;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;130;NA;NA;NA;NA;1;1;0;130;1;1;0;65;NA;NA;NA;NA;1;1;0;65;NA;NA;NA;NA;1;1;0;65;5;5;0;455;""
"38";594481;"HOSPITAL PORTUGUES";"ANESTESIOLOGIA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;120;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;260;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;260;""
"39";594481;"HOSPITAL PORTUGUES";"GENÉTICA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;187;1;0;0;0;2;0;0;0;4;0;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;1;0;187;""
"40";594481;"HOSPITAL PORTUGUES";"MICROCIRURGIA RECONSTRUTIVA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;1;0;676;0;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;3;0;676;0;""
